"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21683.621,58692.22,26055.738,314232.47,21675.426,6707.3423,75994.07,57491.562,101534.26,135675.75,272318.06,233498.23,480335.2,2078033.5,50915.957,7102.5947,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,23881.877,92893.37,35490.7,906703.6,102444.09,9394.367,55665.105,63432.89,124240.7,177301.67,663966.25,186087.92,492456.88,439012.97,232379.48,7541.079,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,24683.23,109756.83,45579.594,993364.9,196769.28,11723.389,61140.24,59596.527,187389.39,198642.56,700178.2,94744.055,432298.16,67756.38,197241.9,8591.404,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,24788.92,165850.55,42618.363,1162041.0,280119.28,13731.096,48337.312,58523.15,180319.7,179439.77,471391.53,55252.387,381350.3,27374.05,104682.84,10749.367,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,24292.516,186901.58,46364.19,1299615.5,334104.25,15312.066,22281.104,59223.285,227921.62,156498.66,377121.75,31263.658,348169.12,30874.809,89648.555,14062.681,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,22536.65,207664.27,46227.566,1322047.1,305287.7,16021.1045,9266.191,58733.332,232506.27,161856.9,299555.62,23408.45,340640.3,43669.168,82917.73,18085.004,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,19865.742,219842.72,46860.895,1353699.9,288269.88,15899.259,2191.0237,55432.125,240924.5,166478.23,280580.72,21257.682,330342.9,45348.88,87733.42,22545.854,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,17459.467,230499.02,50300.453,1373281.1,269242.12,16348.326,1509.109,55165.457,259471.52,163433.2,284163.97,22595.8,322444.94,45088.355,81179.26,27631.078,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,14567.44,245487.39,49389.62,1396969.5,260200.08,19894.838,2283.1116,56919.66,256700.45,153365.16,269191.56,25193.69,294459.7,36018.582,81058.67,32868.28,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,10045.3,235354.89,46138.473,1471834.2,288119.97,26723.807,2083.3398,56680.707,297722.2,143236.33,281181.6,25109.893,325720.7,34202.883,105565.81,37369.26,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,7577.7734,147937.23,45532.62,1515981.5,279345.47,35624.246,2143.9165,54974.066,267667.97,141614.6,305528.97,23535.25,316735.38,38904.086,115335.3,41521.78,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,8131.4766,90233.484,45466.74,1493248.5,266412.28,43296.82,2591.5176,57338.55,292597.06,141144.92,289144.8,25158.945,301293.62,52378.133,100459.09,45669.69,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,8302.259,84712.32,44829.5,1495871.0,275044.72,43789.758,2298.7046,58949.547,270717.8,139031.02,265787.97,28395.135,348788.12,58523.656,104552.9,49154.523,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,8084.758,88770.56,43789.195,1555182.8,273607.53,45475.11,2676.737,62732.55,267146.28,127630.78,284786.34,29303.9,336589.47,56051.742,93023.03,52269.242,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,7419.834,99591.56,42897.95,1596940.6,268013.0,48315.637,2444.1548,65832.875,231637.22,114583.29,276478.62,29532.145,307437.88,66991.78,107625.97,54652.992,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,6817.911,92302.1,44471.69,1547015.2,252340.45,49347.46,2385.0012,68983.73,243769.25,103650.38,300384.38,27098.78,297293.47,63456.918,103811.79,56528.184,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,6165.635,96275.77,47101.74,1474715.8,249610.56,51025.41,1825.3782,73414.336,275176.84,99664.984,303901.9,31735.664,347265.16,77525.766,93182.34,57849.785,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,5012.2715,98890.01,45365.207,1404802.0,282502.06,55051.355,2531.8477,74675.8,250936.72,96065.45,339716.4,35401.766,343676.56,52077.605,87323.47,58145.0,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,3971.4314,90083.195,42818.293,1402013.1,303925.16,59628.082,2703.8074,76853.23,271495.3,95341.11,342295.56,34066.297,316383.0,34930.96,110966.88,58163.688,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,3513.3364,103060.86,42560.19,1442245.1,323634.6,63853.766,2874.4355,76287.164,280741.03,98474.06,329456.34,38708.484,340759.44,43023.41,88039.99,58442.61,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
