"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21646.035,57331.63,25858.912,307573.12,18775.785,6644.4385,78327.77,57315.594,94684.0,138766.16,263040.62,227673.39,488168.62,2080988.9,65624.55,7103.3975,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,23822.074,90401.305,34091.01,952802.1,95105.46,9224.967,51734.445,63844.934,121832.81,182256.62,586976.75,178968.27,546982.4,407244.2,278441.3,7548.077,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,24589.793,133160.38,39935.715,1032475.8,215596.17,11492.861,49287.82,58512.17,193209.8,215196.03,703985.56,101339.92,408494.53,49411.746,210748.67,8588.986,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,24666.254,162573.56,38020.746,1221528.2,296767.4,13353.011,48049.18,58074.758,202056.05,196601.17,497761.22,56266.84,377892.97,17674.562,127271.945,10719.085,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,24108.69,188914.34,41126.95,1341746.4,317453.2,14834.073,22519.545,58356.934,233167.4,196683.77,410973.78,33982.56,318373.12,38448.35,107946.66,13978.697,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,22240.611,219890.88,39279.176,1320575.4,303197.34,15597.779,8101.938,56752.29,259687.78,182246.83,292532.66,23269.715,303539.78,58802.68,75766.43,17955.36,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,19443.998,224700.02,40840.88,1361704.2,277183.06,15736.346,1981.6309,54421.695,285270.16,171663.11,290044.28,18295.086,295557.38,51204.13,90022.336,22378.412,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,16815.977,239186.97,46168.867,1374327.1,273688.3,16207.885,1962.396,54556.34,294166.22,172240.31,286412.1,16911.71,275113.12,49786.723,92704.04,27431.592,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,13759.451,239281.14,52326.055,1383159.8,288225.38,16365.068,2567.4797,55124.46,290148.66,186436.75,304534.22,19668.994,281431.4,44471.13,90944.99,32674.623,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,9297.847,227791.12,49606.445,1450796.6,267042.16,16545.424,3123.7026,53520.234,287064.75,173107.47,279949.28,21554.475,311169.25,49387.625,82629.836,37199.07,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,6849.151,155586.1,48565.926,1453170.2,244342.61,17291.928,4019.6533,53170.434,285316.4,166470.98,288934.97,20607.36,350665.34,42669.562,107338.7,41386.387,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,7179.7935,95475.05,50532.56,1437064.2,238347.84,18277.984,3684.463,54352.91,282417.03,157874.95,309244.53,26348.836,326613.22,44717.668,96489.97,45576.367,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,7105.6167,85609.28,52669.63,1417756.1,248417.2,18829.496,2702.538,54882.977,270812.44,156001.52,314878.47,29314.795,330193.44,46479.375,92589.49,49105.617,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,6814.379,87963.336,48000.695,1345714.8,272394.4,20190.627,3933.9905,58113.227,265932.56,150076.98,331004.88,24909.09,377241.0,45804.543,91918.99,52268.33,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,6655.912,89962.72,41422.13,1482848.1,283835.94,21743.879,2687.1204,62916.363,235169.72,158614.23,366967.2,24363.61,329846.3,39056.21,82990.65,54691.145,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,6615.537,85515.914,35047.977,1494735.2,276618.44,23121.0,2303.032,68417.164,220239.66,144935.47,355499.0,27293.717,295533.72,41020.56,79729.5,56607.76,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,6180.536,97913.26,36252.12,1487467.4,303014.53,23450.371,1733.7501,74074.49,228547.56,134999.1,335605.7,29606.922,337394.78,56012.203,85173.836,57963.043,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,4978.6255,102217.945,37891.465,1535035.4,283226.12,23658.791,2480.0103,75920.07,236570.81,123886.71,316650.0,32521.008,283859.9,56587.562,93200.04,58302.9,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,3801.037,119594.9,35889.113,1505681.8,275225.94,23663.078,2577.3445,76773.484,244020.44,107184.73,332331.56,34680.637,323805.0,19257.709,101622.8,58357.22,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,3513.9487,113691.61,35390.88,1504769.0,270216.2,23298.268,2489.8254,76669.55,250739.95,96354.72,331629.97,34370.168,325465.9,29420.287,89540.11,58663.645,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
