"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21902.701,19767.95,70625.32,143166.08,13029.228,7878.001,36628.957,76542.234,60733.656,116437.1,122779.375,203795.42,289624.78,1.9392318E7,108984.65,7385.857,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24222.994,46244.2,203596.36,303888.7,50759.082,10077.171,39058.746,90152.24,62350.52,139498.45,135491.86,141531.92,203630.34,1957677.2,428326.6,8052.3247,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,24922.709,63078.465,316489.28,378675.5,122363.3,13013.59,54368.586,88786.22,91836.61,141722.23,120367.234,65172.043,210454.75,187874.66,269968.9,8828.576,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,25366.0,70741.516,354679.53,630263.3,210704.44,20025.73,46317.457,80269.44,96656.74,142618.6,160051.5,40940.613,206455.64,16227.795,172708.34,10274.19,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,25203.707,74836.4,333067.97,776611.0,294964.03,28444.805,33480.75,70333.836,102941.695,138458.84,128193.5,29234.625,174339.64,23542.043,148214.78,12455.897,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,24188.305,80917.09,279921.12,893921.75,281500.06,37111.145,14892.103,65448.875,90898.91,136395.94,134789.69,20487.227,145306.23,291428.66,97784.45,15349.611,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,22403.35,81604.24,226933.31,922527.25,295313.56,41581.895,2586.1606,62297.742,96366.77,108762.914,107799.375,13470.368,118784.44,230957.48,104582.39,18972.32,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,20037.752,78493.04,203961.34,965271.56,257380.2,47794.81,3269.226,63960.777,118844.23,101341.8,97046.625,14830.774,124932.37,191136.1,119467.84,23291.334,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,16663.81,87994.055,205422.3,978333.8,208583.56,47893.395,4538.563,57992.51,108644.78,90668.71,90022.39,18078.312,120301.984,234761.1,135722.78,28196.648,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,11302.027,82991.805,232198.8,948122.1,167118.75,59230.46,5638.4727,60164.656,117063.75,85827.53,107584.0,20902.266,124650.89,203871.83,118184.92,33688.016,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,8225.636,58753.56,247327.84,929192.25,155196.55,59515.523,5470.84,55793.293,112315.63,80880.19,100270.414,25242.016,105810.57,227946.38,123259.914,39785.277,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,8719.96,43944.65,237269.25,914041.75,164794.88,68288.92,6112.403,53541.54,126052.6,87775.47,110334.914,23199.664,160948.97,261892.03,151859.94,46270.59,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,8763.851,45205.96,246904.67,929364.4,151241.31,68702.07,6310.3647,57289.35,107607.37,78631.125,106308.305,22999.287,147719.5,257203.17,127684.055,53037.426,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,8451.024,43051.527,212454.8,938003.44,178787.8,72822.85,4669.183,54693.484,109779.68,69927.65,138316.06,30989.475,137597.1,234876.7,122548.54,59587.863,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
