"Distribution of fish species biomass (tonne) by Age class (year). Class i designates interval [i,i+1[."
"Time","Age","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
9.0,0.0,138.31277,185.42538,20650.783,4656.99,13078.041,527.83606,5577.921,7800.226,1639.9731,8493.241,751.7104,103679.836,101641.234,30301.041
9.0,1.0,44.668118,362.4909,7737.5684,12793.104,7037.9844,1854.6484,2171.3486,3987.1533,1477.5309,14142.164,4264.6963,3815299.0,121140.64,30621.31
9.0,2.0,30.486572,241.95723,1334.2617,3828.0513,2031.1111,421.42456,199.2102,519.925,553.38354,8767.965,7874.5435,4472041.0,49169.973,0.0
9.0,3.0,11.117722,7.456604,124.46971,2953.9585,0.0,74.852585,13.927325,318.7999,303.15848,1693.219,3842.1377,0.0054115877,6352.83,0.0
9.0,4.0,442.00082,0.67600965,0.0,3795.209,0.0,2468.9507,0.0,12.730311,90.61269,3800.323,34.23637,0.0,512.69037,0.0
9.0,5.0,540.94183,0.007759419,0.0,1718.1976,0.0,1979.806,0.0,1.499188,16.79444,0.0,24.722746,197783.83,6.9200406,0.0
9.0,6.0,580.04755,7.4511194,0.0,2969.681,0.0,46.988255,0.0,0.0,65.34105,0.0,0.00741629,3178768.0,0.0,0.0
9.0,7.0,533.3505,7.65438,0.0,1094.0624,0.0,11162.323,0.0,0.0066858646,385.59387,77.76105,1.1654929,3068293.5,0.0,0.0
9.0,8.0,22.77698,0.52556884,0.0,3606.993,0.0,63349.086,0.0,0.01935566,372.6866,89.62283,1.232642,8523645.0,0.0,0.0
9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
