"Distribution of fish biomass (tonne) by Trophic level. Class i designates interval [i,i+1[."
"Time","TL","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
2.0,3.6000001,121.429504,34.723057,166839.14,4647.0264,37209.36,314.4837,54.256203,724.53674,760.98517,78329.875,71266.41,242607.14,1400.9844,32785.734
2.0,3.7,181.3848,109.905045,83755.37,1952.3483,16287.861,182.64153,34.470566,2129.6587,2776.4216,20468.701,19535.682,2491487.2,1041.0979,23295.64
2.0,3.8,368.352,422.62177,293530.38,3148.5134,67622.484,245.95012,245.03818,8823.904,10279.5,9809.173,9667.326,730823.0,967.6775,7763.7783
2.0,3.9,255.66824,938.1105,143975.36,3064.3901,67811.555,128.55713,95782.55,69335.375,1192.3651,4879.0303,5153.249,730613.5,88.25416,21426.186
2.0,4.0,32.301716,1.9683077,8797.606,2561.11,1887.7167,146.09947,118960.945,3039.0774,33.963303,2398.9268,4341.6963,494912.53,79.56513,14043.932
2.0,4.1000004,8.226301,0.0,9220.733,2778.4478,591.24506,180.34236,6.4297274E-6,0.0,7.393216,1407.6393,700.8099,0.0,7.843702E-6,9704.863
2.0,4.2,4.4363394,0.0,4613.5786,4735.0283,644.6932,183.71217,0.0,0.009467596,0.43710837,2593.617,1166.4098,8257.686,0.0,15747.589
2.0,4.3,8.70758,0.0,2266.101,7019.7725,1207.2699,77.79154,5.2917466,5.647632E-5,145.13666,7691.76,4406.9575,0.0,60.543385,149939.16
2.0,4.4,7.194758,1.3154502E-5,8888.942,7803.1836,584.34784,185.9393,0.0,0.0,84.86841,3041.2205,1033.1348,619331.56,23.214499,18849.412
2.0,4.5,17.217081,0.018794285,18891.055,98762.34,2433.9375,3178.7214,0.0,0.0,38.304234,3294.5413,4707.5654,105073.85,3.6226594E-4,29660.432
2.0,4.6000004,40.415012,0.0,31257.83,107789.84,6198.8237,4908.2417,0.0,1.8830298,61.06332,7502.221,6492.079,3512528.2,8.102099,259386.69
2.0,4.7,26.705767,0.018006045,28752.043,91156.27,7247.7617,3004.2568,3.845949,0.3383974,177.57802,8457.914,4808.359,356271.4,7.339529,74246.61
2.0,4.8,31.130497,1.6922233E-5,26821.826,120890.51,3082.5903,3974.7788,0.68336034,0.04033799,369.4979,7740.809,862.73755,99937.17,18.10529,145867.17
2.0,4.9,128.89624,0.0,64431.39,99511.72,12261.381,2610.9233,1.0580167E-4,1.8802147,1986.7211,2243.1035,2702.9312,0.0,0.0013264666,92436.95
2.0,5.0,1.4249616,0.0,9772.829,16236.935,277.21964,396.34097,0.0,0.0,0.0,2030.818,312.23566,0.0,0.0,31586.918
2.0,5.1,2.52211,0.0,4016.0042,8488.314,1066.3921,256.0426,0.0,0.0,0.0,238.02486,22.911453,0.0,0.0,25275.777
2.0,5.2000003,2.9283702,0.0,4497.352,12447.362,387.2063,211.79297,0.0,0.0,0.0,1845.4259,2707.47,0.0,0.0,65894.72
2.0,5.3,0.0,0.0,37.38083,6433.101,32.917896,211.53316,0.0,0.0,0.0,1.3854199E-4,3.1147208,0.0,0.0,60735.125
2.0,5.4,0.27844456,0.0,0.0,5949.181,2.341565E-5,92.541115,0.0,0.0,0.0,0.0,4.9446034E-4,0.0,0.0,13036.773
2.0,5.5,0.0,0.0,5.9559603,4139.736,5.3306686E-4,145.95067,0.0,0.0,0.0,0.0,5.685058,0.0,0.0,27671.176
2.0,5.6,0.0,0.0,5.0782022,10037.784,4.8663866E-4,60.698467,0.0,0.0,0.0,0.008299417,0.0,0.0,0.0,33742.633
2.0,5.7000003,1.9129838,0.0,4.7173033,4755.718,0.0,56.95463,0.0,0.0,0.0,0.123593524,0.4688752,0.0,0.0,8950.599
2.0,5.8,0.0,0.0,0.0,3210.2488,1.8417695E-5,12.410004,0.0,0.0,0.0,1278.2152,6.924169,0.0,0.0,15029.8
2.0,5.9,0.0,0.0,0.0,6070.7505,6.3424022E-6,92.772385,0.0,0.0,0.0,9.254004,21.324087,0.0,0.0,35690.637
3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.9000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037128076,0.0030645344,0.034601495,0.0,0.0,2.719072E7,3035.9197,0.0
3.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.062489983,5.789989E-4,0.01601783,4.6535183E-4,0.0,6220444.5,866.6689,0.0
3.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.034283508,6.699078E-4,0.0015403503,0.0017984803,0.0,1.2592682E7,1692.9248,0.0
3.0,2.3000002,0.0,0.0,0.0,0.0,1.5169125E-4,0.0,0.010531636,0.0012625917,0.008672229,7.1549264E-4,0.0,1.269611E7,1608.3738,0.0
3.0,2.4,0.0,0.0054680994,0.0,0.0,0.010499346,0.0,0.007858818,1.4042767E-5,0.016690161,0.0013665988,0.0,7125313.0,1840.6669,0.0
3.0,2.5,0.0,3.0955025E-6,0.0,0.0,0.07262024,0.0,0.016655046,0.0011620352,0.025086338,0.0010390353,0.0,7619478.5,469.6782,0.0
3.0,2.6,0.0,5.2116835E-4,0.0,0.0,0.3203822,0.0,0.002276532,9.950884E-4,0.023694104,2.6058292E-4,0.0,3469069.0,1068.6234,0.0
3.0,2.7,0.0,0.0023770637,0.0,0.0,0.2191599,0.0,0.11299355,0.001147162,0.04672285,6.965743E-4,0.0,2626908.8,723.7236,0.0
3.0,2.8000002,0.0,0.012696053,0.0,0.0,0.26044407,0.0,0.1334843,0.0018681694,0.022810722,5.247775E-4,0.0,2824024.8,558.7891,0.0
3.0,2.9,0.0,0.0084564155,0.0,0.0,0.121833526,0.0,0.3440961,0.0015824657,0.011420559,0.015679441,1.3165303E-5,3094480.0,226.20653,0.0
3.0,3.0,0.014441918,0.016191322,25.455595,7337.423,162.5459,1348.8936,0.25856185,0.004316597,0.010779413,0.46865,2.2547145,1879706.0,922.4862,8354.413
3.0,3.1000001,0.0,7.2716497E-4,116.80139,3964.709,0.17767973,498.92773,0.0,0.00362534,3.3162214E-5,0.30691501,33.84406,1425757.4,1313.1602,7798.2905
3.0,3.2,0.52050996,0.017746195,1434.9438,2572.9033,15.24965,519.6414,0.03141184,4.5169783,0.52407414,27.516495,0.36045447,2390944.5,1667.5369,8835.716
3.0,3.3,1.6991993,0.33709973,269.50864,5409.8193,344.99286,304.90637,0.17432919,22.055485,0.55106384,0.04365274,183.82692,642567.44,1338.0652,13913.147
3.0,3.4,11.306456,0.7619517,29.374107,5621.7363,26.770174,963.0775,0.283633,14.624298,6.999851,574.56506,0.6405672,337627.5,1909.1492,8548.529
3.0,3.5,25.654903,1.7737522,704.0444,4071.5598,175.06113,954.01135,4.8473415,33.930077,32.50945,1026.1213,1065.1522,63915.574,812.6157,7811.127
3.0,3.6000001,94.81588,29.25192,197130.62,3261.3943,9480.666,644.9848,64.315926,55.249115,149.93036,16072.503,7401.1094,156513.92,5482.69,121886.44
3.0,3.7,264.10864,45.424835,42158.18,5966.413,5405.457,598.9365,42.621746,90.8743,483.92505,4364.9614,3449.4827,401871.38,655.2857,29334.266
3.0,3.8,691.7264,419.42975,156266.55,3182.1772,22220.945,539.58307,106.6402,389.39084,2759.2788,4281.1826,1351.5791,445241.44,220.67393,9146.621
3.0,3.9,295.31052,443.08847,109094.195,3845.6707,20495.492,460.5856,10765.613,9250.276,502.1717,1161.8895,791.9019,1620945.4,151.80197,27345.258
3.0,4.0,10.921657,1.9472468E-6,3351.6853,2032.3291,85.62791,346.4557,8283.684,50.688477,29.234938,3687.6086,986.09033,4.8962113E-4,0.0012859689,12211.019
3.0,4.1000004,4.959598,0.010958945,1873.533,3566.511,101.17931,439.84082,2.5631255E-4,1.5587192E-4,31.827091,544.0079,3121.4866,2584.684,0.0,14417.491
3.0,4.2,7.227277,0.009677822,5943.179,4962.801,19.560486,335.52274,2.2331536E-5,0.01040638,31.768806,1859.3424,1458.9257,97737.46,0.0,30718.799
3.0,4.3,6.6155915,0.018419717,1465.4784,3851.6956,490.9588,523.6576,0.0,0.0011839927,42.374374,5564.779,1732.4165,40538.844,9.0456405E-4,251287.36
3.0,4.4,7.1756225,9.211534,14375.745,11595.086,228.80328,262.74792,1.5828671E-4,0.5832607,75.694954,597.5298,928.28204,236950.12,0.0,8901.577
3.0,4.5,37.82007,0.013264031,8634.845,168606.8,210.34026,12355.014,0.0,2.058862E-4,62.316982,3772.96,1435.5382,41428.21,23.196556,27387.111
3.0,4.6000004,94.83069,0.00399046,16375.242,117078.45,2187.1616,13197.051,6.888332E-5,0.0,32.766537,2405.6963,4045.8223,1266793.9,0.012985191,73664.54
3.0,4.7,23.393248,0.084064536,13660.164,59094.508,1892.7255,5124.5684,3.464059E-4,0.0041362606,39.409813,2731.351,1308.4143,654894.2,0.0,44162.67
3.0,4.8,22.391535,0.16166982,6635.6963,54033.18,679.6469,5210.636,7.620326E-4,0.028413853,67.99781,76.24963,1094.8873,4262058.5,3.2578257E-6,46639.086
3.0,4.9,64.702965,24.865942,7761.392,38586.977,1339.5728,2960.5623,0.06794635,0.094413,144.47743,396.79898,194.4685,44797.676,8.720218E-5,20479.482
3.0,5.0,2.98791E-4,0.0,86.28912,11825.356,0.30168557,633.53906,0.0,0.0,0.0,0.00774471,436.58762,0.0,0.0,5926.0415
3.0,5.1,0.08174997,0.0,916.43256,8707.15,1.724062,589.9763,0.0,0.0,0.0,0.0024295826,412.80756,0.0,0.0,8258.936
3.0,5.2000003,6.2540874,0.0,9750.409,21404.994,64.96554,1405.447,0.0,0.0,0.0,2552.2734,1635.3173,0.11982042,0.0,81685.24
3.0,5.3,0.0,0.0,135.24551,4896.3335,3.459326E-4,336.5704,0.0,0.0,0.0,1.2572965E-4,387.05597,0.0,0.0,21299.246
3.0,5.4,0.06113705,0.0,5.4158125,6561.2935,0.022598483,654.5407,0.0,0.0,0.0,12.98174,1.4628571,0.0,0.0,8471.606
3.0,5.5,0.0,0.0,2952.923,7983.302,0.031840935,806.2909,0.0,0.0,0.0,0.19485308,1.2848814,0.0,0.0,5741.7593
3.0,5.6,0.0,0.0,0.6040511,5459.45,0.02975885,697.5278,0.0,0.0,0.0,90.416756,0.033601053,0.0,0.0,7079.231
3.0,5.7000003,0.0,0.0,42.735657,4074.296,0.15079603,214.34102,0.0,0.0,0.0,1.0737712E-5,1.3511292,0.0,0.0,3774.3599
3.0,5.8,0.0,0.0,0.06650481,2469.6716,0.0,200.54535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9501.196
3.0,5.9,0.0,0.0,4.109636,5395.1226,0.0,507.07034,0.0,0.0,0.0,4.1385978E-5,0.10108526,0.0,0.0,13663.614
4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,1.9000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,2.0,0.0,0.0,0.0,0.0,1.5509287E-9,0.0,0.17246391,0.0118872635,0.010086705,0.13833201,0.0,2.995306E7,623.3662,0.0
4.0,2.1,0.0,0.0,0.0,0.0,9.0948227E-10,0.0,0.3694531,0.0085803615,0.036481015,0.68263423,0.0,6931338.5,476.3834,0.0
4.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.12082267,0.024974544,0.0048695514,0.23446609,0.0,1.8900434E7,515.63666,0.0
4.0,2.3000002,0.0,2.986916E-6,0.0,0.0,3.435153E-9,0.0,0.18206769,0.041955568,6.187989E-7,0.6329251,0.0,1.0259173E7,1114.781,0.0
4.0,2.4,0.0,0.007870921,0.0,0.0,2.2213552E-4,0.0,0.10125332,0.03289792,0.11418016,0.29998323,0.0,6730211.0,545.8451,0.0
4.0,2.5,0.0,4.711247E-4,0.0,0.0,0.02694655,0.0,0.07541446,0.04052351,0.014903426,0.11735987,0.0,4308023.0,571.59717,0.0
4.0,2.6,0.0,0.0028437874,0.0,0.0,0.15229255,0.0,0.082076356,0.03761358,0.050900657,0.1377167,0.0,3768917.2,218.69998,0.0
4.0,2.7,0.0,0.0019725442,0.0,0.0,0.11243604,0.0,0.15152508,0.015339626,0.035587933,0.5201446,0.0,2594509.8,290.9396,0.0
4.0,2.8000002,0.0,0.008982615,0.0,0.0,0.15404947,0.0,0.09386701,0.012474073,0.063519634,0.15844539,3.1820004E-5,2290082.5,137.88171,0.0
4.0,2.9,0.0,0.012253342,0.0,0.0,0.118044294,0.0,0.5476983,0.02872193,0.012656935,0.36989766,0.0010605329,1265626.2,332.24463,0.0
4.0,3.0,0.14644377,0.020957537,171.08911,13116.853,0.6198696,2897.8894,0.6548558,0.12333808,0.007603822,6.520324,65.33258,1850680.6,63.862846,11139.85
4.0,3.1000001,0.32356206,0.0019417845,9.726091,2809.4414,0.14417875,1499.2937,0.0,0.03855883,1.508022E-8,2.8887997,0.43229806,1132433.1,245.69815,243.60484
4.0,3.2,0.0,0.0,0.26619595,8097.542,0.24810617,766.7938,0.0,0.58793813,0.0,2.5129833,124.29084,1282481.2,319.7253,5348.087
4.0,3.3,0.029199472,0.09420671,37.536537,7770.099,0.82539445,758.49615,0.061135955,2.991296,0.42632157,1.5452574,20.262573,576208.4,720.369,12459.795
4.0,3.4,7.3460307,0.7587229,11.983951,7740.379,8.332647,2315.699,0.09633634,9.325601,4.06248,140.01227,19.437656,139085.8,213.85887,9053.692
4.0,3.5,20.474733,5.1825194,407.31494,4162.007,14.734327,1049.3691,0.6269337,14.304644,13.805381,68.37649,67.19299,38142.902,279.3466,8264.795
4.0,3.6000001,100.45628,18.473999,154744.03,4186.544,620.20166,1575.7653,164.72614,85.61818,55.52462,4852.2095,1681.6732,9.960507,5418.542,10526.492
4.0,3.7,336.94592,30.552065,43822.957,1392.4738,556.99005,656.7905,4.571988,80.261284,200.4522,2397.4602,892.91986,35003.01,1633.7052,9522.07
4.0,3.8,877.93744,570.6379,126085.375,3216.2078,5463.9326,472.62183,90.20314,654.5109,1130.5504,304.2533,322.88873,581550.7,0.03883127,5828.674
4.0,3.9,303.01474,330.29614,70513.92,2834.0571,6385.0776,656.6008,1572.6466,3412.7097,203.89253,466.3976,100.30463,0.055860765,3.2517784,13713.553
4.0,4.0,24.682423,0.0,3666.853,2481.8323,30.475325,724.0015,260.8372,38.53898,96.35882,698.87274,260.2725,618469.56,103.38844,13770.12
4.0,4.1000004,10.479039,0.0,1002.95325,1955.9982,12.935351,569.1947,0.0,0.0,155.4605,359.39288,59.41636,86747.734,0.15908825,8416.354
4.0,4.2,11.500468,2.6207435,2803.71,1850.0043,8.346848,269.3407,0.0022261941,1.3787797E-4,148.3377,1858.873,462.76422,74442.74,0.001036973,33681.836
4.0,4.3,19.254313,11.928858,2120.9211,8120.5854,15.704897,568.49054,1.1298193E-5,0.0,272.80585,1289.668,1656.2074,27897.984,2.013596E-6,262093.81
4.0,4.4,37.687008,7.5182614,7676.219,11085.618,23.442188,99.63229,0.15276584,0.0,319.00702,86.91572,28.511597,70849.73,13.001124,16536.35
4.0,4.5,62.65505,2.0776197E-4,2083.842,152868.0,70.402985,18625.738,0.0,0.0052442774,302.14597,1197.4852,337.14264,43472.434,34.89249,34351.973
4.0,4.6000004,49.845173,9.222352,9841.28,69743.79,273.7276,16545.133,2.1978964E-4,2.3107595,15.190302,1317.0793,1247.5479,246595.47,0.6403959,81642.305
4.0,4.7,13.689489,4.973939,3711.2197,46510.324,251.28069,7078.589,0.16950706,3.9025688,41.522007,228.22937,254.7407,0.23177843,7.2740607,36618.055
4.0,4.8,30.131025,0.08201106,7147.004,57953.445,64.8454,10176.131,3.3440912,5.9874954,35.07394,253.1681,458.78647,2.3841474E-5,0.0,60020.14
4.0,4.9,16.212238,0.25599083,5003.861,15762.754,195.00122,2565.006,0.0010996332,0.08099091,5.689122,46.996075,777.3218,0.044017415,34.25482,45452.312
4.0,5.0,2.0827289,0.0,140.03731,6223.674,16.14294,534.2933,0.0,0.0,0.0,12.723072,109.22119,0.051222607,0.0,12138.202
4.0,5.1,6.5296655,0.0,224.32072,8003.1523,0.29559144,1003.06616,0.0,0.0,0.0,30.328922,156.79582,0.0,0.0,12959.673
4.0,5.2000003,42.298622,0.0,2897.8022,24398.799,86.149956,1878.8251,0.0,0.0,0.0,973.0873,221.40536,2.960679,0.0,63617.605
4.0,5.3,1.2796637,0.0,2.729167,4598.1567,1.4464707E-5,902.68365,0.0,0.0,0.0,29.863567,1.5746639,0.04874871,0.0,16021.583
4.0,5.4,0.13659163,0.0,107.51472,3703.5977,2.8532487E-4,1312.7108,0.0,0.0,0.0,0.0038436686,54.32221,0.0,0.0,2210.2017
4.0,5.5,2.7872026,0.0,5.536125,7736.923,5.007006E-4,2167.4436,0.0,0.0,0.0,0.00461969,18.078533,0.0,0.0,5885.8887
4.0,5.6,0.13698421,0.0,0.17805225,6718.9736,0.04836046,1188.1324,0.0,0.0,0.0,0.0018946977,0.07361269,0.0,0.0,4554.531
4.0,5.7000003,0.0,0.0,0.0030238999,2434.9524,0.021748252,388.52258,0.0,0.0,0.0,13.1204405,0.044800267,0.0,0.0,2874.9988
4.0,5.8,0.5537927,0.0,3.442386E-4,5297.058,0.0022537238,635.5599,0.0,0.0,0.0,0.0,1.4357382,0.0,0.0,6172.837
4.0,5.9,0.6655842,0.0,0.8886378,8767.039,0.97850055,681.66516,0.0,0.0,0.0,1.8944373E-4,11.422949,0.0,0.0,8857.941
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1.9000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06110519,0.0061606374,0.00745733,7.4840224E-11,0.0,2.1614784E7,502.25348,0.0
5.0,2.1,0.0,0.0,0.0,0.0,2.5696448E-10,0.0,0.090095915,6.661263E-5,0.026197791,0.779497,0.0,6053335.5,170.10791,0.0
5.0,2.2,0.0,0.0,0.0,0.0,1.0887866E-9,0.0,0.14435998,0.009499852,0.0047300393,0.23901637,0.0,1.1458659E7,769.4203,0.0
5.0,2.3000002,0.0,4.103491E-8,0.0,0.0,9.490563E-10,0.0,0.097601205,0.015727855,0.006286653,0.18162024,0.0,1.0132714E7,273.29965,0.0
5.0,2.4,0.0,3.918885E-4,0.0,0.0,9.076017E-7,0.0,0.016823687,0.0021300353,0.014608409,0.5529694,0.0,6242555.0,461.0501,0.0
5.0,2.5,0.0,8.002084E-4,0.0,0.0,0.03710556,0.0,0.049143806,0.013802168,0.014605672,0.025390735,0.0,4428064.5,245.16736,0.0
5.0,2.6,0.0,4.306818E-4,0.0,0.0,0.101288155,0.0,0.027351072,0.0021851864,0.018456073,0.039237697,0.0,3149669.0,106.76909,0.0
5.0,2.7,0.0,0.0030609919,0.0,0.0,0.08119527,0.0,0.08566398,0.011412959,0.06392447,0.0315431,0.0,2221845.0,120.09572,0.0
5.0,2.8000002,0.0,0.007949653,0.0,0.0,0.063441165,0.0,0.08991163,0.014186573,0.051497348,0.18055576,0.0,1548096.8,205.37953,0.0
5.0,2.9,0.0,0.011122297,0.0,0.0,0.06001328,0.0,0.19789049,0.022158561,0.020926546,0.8502377,0.0,1189602.8,26.818388,0.0
5.0,3.0,0.2586009,0.024297817,121.50511,9058.892,0.33019423,2779.0027,0.20328534,0.0719985,0.014675537,7.66863,11.257404,1371091.4,120.1196,7774.3936
5.0,3.1000001,0.0,0.0023330403,18.028112,1884.9264,0.027975043,595.23553,0.0,0.06651202,0.0027789285,1.8241923,0.014032097,612374.75,157.17967,506.5581
5.0,3.2,0.0,0.010374337,0.0,2188.5176,0.10528043,1975.1287,7.362854E-5,0.02774949,0.0022890498,3.08191,0.5244566,690755.3,180.87746,367.68787
5.0,3.3,0.57525647,0.092358254,0.3941896,4711.8643,2.7029655,1418.1632,0.010155366,0.42898917,0.11343536,0.64606863,29.742401,770581.0,340.37112,3632.0664
5.0,3.4,2.6042066,0.21450578,2.504012,4497.959,2.021233,1549.6189,0.034077458,2.3735025,0.7713213,3.6187859,4.0796037,34771.57,149.35591,2427.0178
5.0,3.5,11.749248,3.2534115,102.12965,2191.9397,6.450028,1416.0758,0.9329373,4.285381,3.3832395,123.98719,9.012901,8.8270346E-5,374.63394,1814.083
