"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21860.504,44858.027,327348.38,66236.37,55498.04,13927.155,80640.97,76988.25,110907.42,332758.97,162308.81,3256820.2,374443.72,1.9969978E7,80672.445,7307.9097,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24982.66,104772.87,532591.9,66543.37,215130.83,18078.535,64073.58,90062.72,96402.94,483598.6,342286.4,3529543.5,270137.3,2658722.5,240185.5,8302.245,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,27202.6,130902.914,618199.44,52132.184,460588.28,31023.207,80990.64,87602.305,154909.61,586816.1,283201.16,1252780.2,220032.73,480197.12,221380.2,10004.486,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,29409.293,138400.55,687901.7,37406.984,640156.4,49724.68,62305.62,73710.79,169702.31,676070.4,287689.62,429262.8,167698.42,20813.83,191567.8,13260.726,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,32027.277,162550.61,598156.3,26285.9,724893.5,66856.375,39696.203,62691.32,162529.56,670843.6,246012.03,158293.19,119247.31,149.92358,125509.61,18320.47,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,34932.34,164871.84,552658.0,18010.082,708992.5,101979.89,18375.354,57485.47,178801.47,692075.4,198081.67,63223.246,103819.16,8757.011,149709.45,25164.494,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,38285.543,159172.34,581686.2,12170.45,690633.4,119131.24,4948.7095,55131.797,161272.34,708014.8,177639.73,38251.625,142130.89,31003.133,152484.98,33713.793,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,43560.55,176371.42,551264.1,8700.144,612421.4,128457.69,4422.4736,52249.56,164918.78,725114.56,200494.7,31718.285,128506.83,258837.34,130902.914,44142.07,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,49850.87,169080.03,575600.75,6168.327,558162.44,144575.8,3397.8252,49675.703,209978.31,686793.4,173894.25,30926.164,112160.914,366003.97,139467.05,55873.246,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,56755.34,156008.58,559729.75,4278.7935,596110.5,167552.3,5876.0986,45998.766,216721.77,712604.3,217622.86,68743.26,122772.2,138633.83,153910.61,68405.55,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,63614.24,124642.27,624304.3,2964.1252,579611.9,188057.56,4347.9727,44720.21,191399.75,625977.1,193249.81,88707.16,95132.09,205533.48,139881.47,81352.016,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,68525.984,85117.68,668102.4,2063.6772,547954.0,179392.19,4069.5518,43669.45,199310.1,573938.1,224918.7,87019.016,105618.22,333759.72,146883.08,94481.59,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,74547.55,91891.195,566129.5,1459.4259,489830.97,178662.14,4479.0337,44136.465,191780.1,524545.5,191550.86,103387.04,93152.6,361704.9,174837.17,107537.7,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
