"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21860.008,48581.355,252117.69,66376.12,60384.48,11244.847,65470.836,77033.96,91075.88,336634.56,173352.25,2886526.8,401436.34,1.9844228E7,88255.016,7308.7383,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24947.973,106239.03,451999.2,66727.086,229361.22,20405.68,66728.555,96913.33,98310.484,623994.06,309463.3,3080933.0,301672.47,2521649.5,268256.9,8312.669,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,27135.205,144311.36,557296.56,52429.7,458544.28,29812.393,78398.516,88554.05,169808.98,700663.5,293035.25,1031487.4,221319.28,409728.34,238012.9,10030.782,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,29570.752,155035.62,629473.9,37444.086,590443.9,46856.75,66821.68,77070.414,154846.7,767713.1,294356.4,355069.8,178381.31,34070.094,233966.17,13321.337,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,32558.766,163605.64,582579.2,26295.188,673593.9,61895.418,37277.477,62413.04,158193.8,702401.94,262457.2,152725.4,138853.1,57756.934,182410.75,18467.723,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,35768.043,157085.67,618713.94,17975.975,632439.75,83893.13,25514.45,57655.824,165220.28,611781.3,218793.16,89800.57,115740.5,311448.53,162279.83,25466.588,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,39721.832,172348.7,577780.0,12286.825,561876.06,106883.234,5185.9463,52810.23,159776.03,601298.44,181776.2,54952.723,104059.9,643020.7,170268.42,34234.96,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,45565.914,170473.88,575458.2,8857.592,584727.06,129168.92,5176.697,50947.496,182799.34,589328.25,157128.38,42950.64,79357.45,457684.28,168214.75,44873.43,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,52581.63,178871.75,559735.75,6320.446,596216.56,145008.02,5777.1016,47413.168,193062.06,583889.6,143092.53,44606.19,95797.35,284586.34,183120.27,56760.75,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,59974.4,173184.53,605770.94,4450.0996,521305.2,161122.34,5556.1333,48061.918,194257.77,603490.7,195865.12,53792.15,101834.27,402827.3,169324.23,69373.086,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
