"cumulative catch (tons per time step of saving). ex: if time step of saving is the year, then annual catches are saved"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
15.0,126.61381,263.7997,1498.6511,4483.966,0.0,9199.392,0.0,1235.0308,1175.003,8319.166,7740.9683,93748.445,7787.776,3221.197
16.0,164.58025,339.43808,1562.2112,4243.2666,0.0,7902.49,0.0,1364.6509,1630.2023,7730.64,6323.8257,58369.7,9936.964,2661.599
17.0,200.53612,322.8432,2184.8972,3866.3818,0.0,6829.3677,0.0,1660.1296,1923.0616,8226.776,5914.7783,36661.75,11520.871,2232.5183
18.0,236.75497,356.7256,2512.5889,4176.008,0.0,6062.288,0.0,1977.71,2185.9946,8214.049,6782.8555,18200.164,11237.112,2888.3013
19.0,247.8002,360.51633,1738.6034,4946.661,0.0,5509.816,0.0,2059.1562,1976.0488,9386.309,5981.0425,4168.072,10589.585,2418.0664
20.0,267.4532,474.5172,1744.9447,6147.362,0.0,5028.3613,0.0,1958.0195,2102.6084,9754.909,5449.3057,4702.9116,9343.036,2610.129
21.0,318.99762,542.0002,2269.4758,5863.6655,0.0,4615.2617,0.0,2085.449,1952.2892,9530.964,4819.83,14333.687,9264.974,3110.5867
22.0,353.07352,585.2602,2868.3699,4709.878,0.0,4101.838,0.0,2285.0562,1959.5701,9414.2705,5454.5977,23457.594,9348.218,3005.6921
23.0,361.99026,631.9724,2562.7153,3883.1968,0.0,3693.528,0.0,2472.983,2189.5437,9115.006,5495.668,27586.814,9068.626,2996.182
24.0,378.1941,620.7178,1886.4445,3548.6917,0.0,3389.9937,0.0,2674.4373,2058.8037,9706.359,4334.553,33423.63,9080.106,2202.9028
25.0,426.20007,853.2645,1904.5132,3674.9849,0.0,3170.2993,0.0,2760.36,2317.451,9931.993,5536.026,33035.04,10601.514,2064.229
26.0,494.87808,1005.2336,1356.9819,4180.504,0.0,2348.7458,0.0,2668.1958,2356.0117,8742.275,6054.6387,25268.814,10880.912,1809.4302
27.0,591.7844,970.3056,1574.837,4272.629,0.0,2301.1624,0.0,2379.8762,2384.8965,8525.059,6730.104,19657.46,12367.562,1125.9302
28.0,727.22,998.76276,1821.4087,3651.9148,0.0,2426.6548,0.0,2620.661,2317.6968,8702.427,6779.2363,16070.451,12503.044,794.8459
29.0,851.29175,1106.7671,1863.6702,3321.812,0.0,2454.6711,0.0,3010.2102,2380.0503,9841.655,7601.0913,14124.926,12936.589,1061.9414
30.0,951.4976,1298.0988,1965.924,3488.2585,0.0,2530.167,0.0,2919.776,2610.1838,10462.231,9920.085,14686.053,12087.487,1064.3859
31.0,1054.6201,1287.0541,1623.7203,3465.6855,0.0,2591.3015,0.0,2624.9,2383.6885,10254.137,11211.823,13258.983,10711.287,1487.3599
32.0,1105.7487,1316.8774,1255.0498,3664.7961,0.0,2562.3506,0.0,2535.4114,2336.9106,9662.794,10398.287,11582.374,10047.906,1487.4982
33.0,1143.5256,1139.0612,1333.3602,3736.1025,0.0,2416.6362,0.0,2721.3364,2297.9883,8434.979,9562.436,11854.081,9272.23,1525.581
34.0,1264.8539,1101.1626,1369.8036,4111.8994,0.0,2283.4172,0.0,2589.3882,2043.7289,7315.721,9145.48,13098.42,9024.107,982.5308
35.0,1499.5775,995.3923,1471.822,3991.7834,0.0,2249.9473,0.0,2527.9788,2008.2401,6860.385,7752.2695,12222.869,9211.38,1018.29034
36.0,1649.9698,816.97577,1698.1672,3978.6992,0.0,2199.3909,0.0,2433.523,1887.9786,6677.19,5390.944,11406.456,9818.827,917.7912
37.0,1748.0178,871.3011,1388.4701,3618.7292,0.0,2085.2205,0.0,2283.2495,1583.2539,6245.6626,4103.6562,13343.379,10438.653,1313.6133
38.0,1825.5624,889.21747,1373.937,3505.279,0.0,1962.2306,0.0,2586.1226,1758.1864,5625.3906,3038.467,20264.082,10920.878,1133.104
39.0,1824.2048,738.12683,1360.89,3375.267,0.0,1825.673,0.0,2662.6953,2045.8522,5899.25,2293.9714,23747.564,11076.133,1372.036
40.0,1616.7993,685.8688,1955.9043,3311.077,0.0,1687.3368,0.0,2817.4097,2274.6826,6957.9214,2324.1785,21508.879,11461.752,2546.045
