"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,22037.188,10468.933,25529.232,300101.72,84699.83,3783.5283,39132.992,88494.14,78068.5,201319.66,51935.703,4398217.0,220545.97,1420581.0,68335.58,7349.1025,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24760.387,18458.459,31548.617,767773.6,450119.97,5928.107,52825.227,166712.03,111370.93,257725.9,43057.68,4770608.0,93841.92,393332.72,286845.6,7993.2866,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,25659.8,24446.367,32235.023,1020209.4,709692.0,7884.183,46998.06,164625.73,140011.17,296369.8,24770.674,1825214.4,48263.39,159842.17,296413.88,8720.528,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,25892.863,29722.574,29736.664,1121925.0,1035977.56,9572.2295,44529.68,162351.7,165319.62,306261.56,14235.31,537000.75,28553.738,9536.867,184627.5,10043.968,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,25854.68,33023.89,35131.652,1153009.0,1220795.9,11026.595,33425.977,146503.28,183636.0,275336.66,9929.3955,170399.06,20842.67,10127.741,123445.086,12143.1875,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,24987.184,34698.734,42223.41,1059457.9,1163008.5,11972.703,18720.65,153124.86,193942.72,261348.66,9675.145,73941.45,19129.553,17718.572,109021.62,14876.028,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,23615.094,36526.246,48175.457,995049.5,1180902.6,12496.515,6172.327,147980.5,202482.44,262977.75,8837.7,43385.934,17987.48,38280.21,147416.48,18277.287,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,21977.678,37791.434,51804.324,1051162.4,1139175.5,12703.932,5460.556,153917.8,210888.28,243105.89,7533.1733,27868.18,17219.896,36281.89,151477.78,22275.744,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,19570.678,37225.773,63821.4,1055381.6,1116617.6,12606.992,6212.6226,154077.58,221915.44,255500.75,9020.663,24169.994,18330.07,66954.555,135290.83,26732.74,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,15832.455,35830.99,71340.87,1043889.94,1135566.4,12339.17,6180.843,158026.19,220468.81,244236.64,9282.464,40136.996,18185.775,39470.27,116662.836,31638.771,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,13850.223,20631.818,79416.9,1154459.1,1114499.1,11926.99,7727.424,148973.53,205327.17,226888.62,8778.52,51024.707,17230.35,74907.24,113311.984,36867.87,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,14779.442,7777.163,86757.45,1147366.5,1115895.6,11511.079,8818.737,150117.66,229662.77,222848.53,8485.613,61512.363,16288.826,27967.914,142003.11,42545.14,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,15633.471,7316.544,84461.336,1006830.1,1131665.9,11010.984,8899.725,139666.94,205193.72,224590.11,9297.954,84066.195,15503.353,51625.953,139330.44,48314.383,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,16136.553,8232.161,83517.51,1045633.3,1093574.6,10320.658,7555.05,156509.95,196671.25,219877.06,11019.529,83226.94,14547.961,37591.57,132638.23,53558.72,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,15930.227,8771.636,72824.21,1047703.94,1034484.25,9315.761,6480.8657,157314.1,161728.95,248240.19,10481.628,68132.76,12311.364,69589.78,116705.98,57302.85,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,15652.654,9172.911,73768.555,1006639.7,1010116.9,8404.844,7634.9565,140893.88,149007.19,246712.28,8854.394,72776.45,11069.403,26960.709,148176.28,60998.06,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,15151.462,9879.523,89871.33,1025110.75,994378.75,7766.6064,6515.182,145344.44,142642.02,243004.22,8549.309,62208.5,12546.597,50259.56,148328.19,65974.695,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,14168.304,10002.819,97647.37,1045063.5,1053387.5,7207.194,4440.8433,163585.42,157294.7,232352.8,8521.465,55158.92,13164.108,56410.164,109482.34,71730.12,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,13481.629,9672.41,106713.21,1024524.56,1094256.9,6732.96,3966.2083,155517.73,161529.77,216228.38,8679.229,49938.766,11788.527,101620.79,125367.99,78866.25,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,13362.1875,9448.414,107174.625,1024896.44,1100289.9,6298.3257,4694.584,148714.42,172469.64,211061.97,9487.128,54953.438,11993.882,31268.617,125245.766,87360.39,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
