"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21815.82,12747.669,25041.918,90598.914,12491.207,3716.3086,23708.3,26963.28,55475.99,104046.43,45100.04,3453376.0,162614.8,5046698.5,59444.89,7435.723,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,23457.752,29813.094,31379.19,93154.45,114770.08,5628.549,25265.639,31482.77,54154.02,85870.57,30712.027,3558815.5,46317.074,569685.4,272408.8,8116.8853,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,22679.305,39992.36,33090.684,83790.53,548365.4,7307.4243,23517.316,30035.14,65439.32,81123.66,23599.627,1277516.6,23783.967,131811.39,262445.0,8644.213,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,21060.611,44981.64,25813.576,65432.81,1190762.4,8642.83,18043.826,27374.674,64073.805,68927.19,12820.725,372067.97,15451.565,11546.105,108025.09,9492.79,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,19750.215,49608.24,29623.527,59896.156,1507826.2,9941.65,11534.309,27689.32,65566.47,70321.945,10461.475,105286.445,14588.945,8467.386,50065.11,10938.179,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,18569.256,52310.69,31909.48,58428.63,1535984.4,11178.38,5237.947,28464.332,70189.56,70698.1,9762.66,39313.336,15716.432,26255.533,31675.234,13034.169,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,16802.658,54767.344,30202.94,54035.45,1508321.4,12020.368,3178.638,28748.807,74932.92,68676.64,8273.593,18841.902,15249.052,37195.85,34188.926,15551.298,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,14275.449,56346.223,23544.494,43826.54,1389363.6,12274.733,3922.2744,28801.293,78346.73,67564.62,6476.891,10508.986,13286.42,39912.13,63237.695,18214.668,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,11367.603,56609.92,22019.004,39172.65,1391548.5,12258.013,3983.9692,29344.145,80749.98,69133.195,5980.0107,9668.061,14594.19,48507.953,59262.008,21194.836,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,8218.087,57346.3,21860.742,37995.24,1495466.0,12265.861,4123.173,30940.623,82790.21,70622.39,6992.7266,13654.776,14378.857,53373.164,30575.037,24738.54,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,6976.5405,45231.92,21117.385,37355.555,1446553.6,12246.71,4349.937,32732.229,86169.445,70909.24,7326.8965,20920.65,16182.95,67197.16,41647.5,28766.77,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,7454.8716,37387.23,15688.287,36067.062,1421684.0,12077.411,4696.674,34853.848,85481.14,68577.41,6097.4414,33116.855,16730.21,44812.75,48771.86,33007.992,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,7424.31,37356.727,15132.982,32747.646,1378446.6,11723.253,4710.641,36342.0,87022.88,67383.85,5013.9297,64488.926,17169.154,58367.61,45802.258,37252.547,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,7316.166,37324.605,15567.303,32577.81,1380352.1,11420.237,4498.7817,38694.61,89737.516,73586.13,6944.434,81879.49,17805.605,37556.293,44697.89,41850.883,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,7464.943,37737.12,16179.508,33613.586,1417613.9,11167.122,4627.5947,42375.234,84219.34,73451.43,8769.796,63877.188,18211.562,61871.84,81373.65,46826.688,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,7358.3643,37146.066,15464.829,30671.43,1447728.1,10770.486,4350.486,45813.438,85123.836,70618.54,8194.913,46956.168,16635.994,30916.152,57806.89,51622.15,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,6358.1123,38571.367,15689.435,27132.92,1450808.0,10292.212,4922.5835,49403.152,89877.336,72110.695,9715.277,42766.137,17051.848,26732.656,35025.332,56401.31,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,4864.535,38637.387,15950.255,26332.207,1448245.4,9948.6455,4585.298,53712.574,95632.57,72548.12,11289.421,55086.277,19599.318,25934.639,34816.246,61959.715,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,3850.0671,37674.715,13530.777,25397.137,1402839.6,9653.668,4648.4775,58829.133,106964.95,71483.055,10268.3125,51398.137,19010.568,51351.17,47523.49,68264.73,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,3775.935,37015.2,10927.321,23108.992,1419278.9,9407.672,4297.9194,62705.027,111804.67,67101.97,9363.835,40500.344,16473.992,27159.164,46818.73,75118.11,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
