"Biomass of prey species (in tons per time step of saving, in rows) eaten by a predator species (in col). The last column reports the biomass of prey at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","Prey","lesserSpottedDogfish < 5.0","lesserSpottedDogfish >=5.0","lesserSpottedDogfish >=10.0","lesserSpottedDogfish >=30.0","redMullet < 5.0","redMullet >=5.0","redMullet >=10.0","redMullet >=30.0","pouting < 5.0","pouting >=5.0","pouting >=10.0","pouting >=30.0","whiting < 5.0","whiting >=5.0","whiting >=10.0","whiting >=30.0","poorCod < 5.0","poorCod >=5.0","poorCod >=10.0","poorCod >=30.0","cod < 5.0","cod >=5.0","cod >=10.0","cod >=30.0","dragonet < 5.0","dragonet >=5.0","dragonet >=10.0","dragonet >=30.0","sole < 5.0","sole >=5.0","sole >=10.0","sole >=30.0","plaice < 5.0","plaice >=5.0","plaice >=10.0","plaice >=30.0","horseMackerel < 5.0","horseMackerel >=5.0","horseMackerel >=10.0","horseMackerel >=30.0","mackerel < 5.0","mackerel >=5.0","mackerel >=10.0","mackerel >=30.0","herring < 5.0","herring >=5.0","herring >=10.0","herring >=30.0","sardine < 5.0","sardine >=5.0","sardine >=10.0","sardine >=30.0","squids < 5.0","squids >=5.0","squids >=10.0","squids >=30.0"
2.0,"pouting >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4352674,0.0,0.0,0.553298,6623.6855,0.0,0.0,0.0,0.0,0.0,0.0,0.33304915,154.75342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018314479,5.0609646E-7,0.0,0.0,23.96826,1.9570671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.285849,7176.0586
2.0,"pouting >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.6139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9354314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.912727
2.0,"whiting < 5.0",0.0,3.644497E-4,0.27113643,0.0,2.130012E-8,0.0,0.0,0.0,0.12757376,2.1263735,9.112648,0.12401407,0.0035882245,0.49500144,1.3880134,24.263575,0.014257163,0.38728842,7.0220375,0.0,9.8585716E-8,1.1410674E-6,3.0834784E-4,1.0789715,3.0855517E-5,5.1924176E-6,0.0,0.0,6.315564E-8,3.436344E-6,4.3973385E-5,0.0,4.1355688E-10,0.0048110737,0.0012211564,0.0,0.37931284,1.3836021,0.19242029,0.0,0.0030814714,4.237816,9.659114,1.2665992,0.0018599865,0.011061269,0.055306457,0.0,2.9670844E-6,0.01001824,0.15108651,0.0,1.9602454,6.616111,1.4197729,45.33874
2.0,"whiting >=5.0",0.0,0.0,0.066061236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06165215E-4,3.6110842,0.0,0.0,0.86593807,173.9536,0.0,0.0,4.611695,0.0,0.0,0.0,1.6955954E-6,3.518491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06626184,0.0,0.0,0.0,10.737723,0.4774971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6372879,128.62508
2.0,"whiting >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1758508E-4,0.0,0.0,0.029584017,86.02655,0.0,0.0,0.0,0.0,0.0,0.0,1.0844495E-8,5.081131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.97746,0.8649996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5165338E-4,262.50772
2.0,"whiting >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7458708E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.1934
2.0,"poorCod < 5.0",0.0,0.0,0.76481706,0.0,0.0,0.0,0.0,0.0,0.7489037,16.500696,70.78688,5.8783345,0.008671469,1.27253,0.027257407,111.707275,0.44501612,5.216361,122.73222,0.0,1.2252002E-5,3.5702137E-6,1.7197908E-5,10.871301,0.0025978824,0.0110235745,0.0,0.0,4.4855042E-7,1.0432961E-4,4.2263363E-4,0.0,7.37704E-4,0.011775093,0.16321233,0.0,1.7406358,3.5080786,10.921321,0.0,0.20702441,11.375246,82.13138,4.751857,0.12776224,0.5868872,0.6215462,0.0,1.8381535E-7,0.17322703,1.461064,0.0,16.982391,21.524227,50.65463,251.96718
2.0,"poorCod >=5.0",0.0,0.0,0.1722936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.620197,182.81036,0.0,0.0,3.1073298,1736.0236,0.0,0.0,2.4660962,0.0,0.0,0.0,0.6044986,94.31789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.336365,0.0,0.0,0.0,52.29758,26.247892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3293763,465.53775,2500.6084
2.0,"poorCod >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.652447,0.0,0.0,17.076218,4473.3438,0.0,0.0,0.0,0.0,0.0,0.0,1.0424119,216.30032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86828303,0.0,0.0,0.0,27.794971,6.9846444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.5941,8835.78
2.0,"poorCod >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"cod < 5.0",0.0,0.0,3.3965497E-4,0.0,0.0,0.0,0.0,0.0,5.9982598E-5,0.0022527312,0.011209408,0.0028913673,2.1962658E-5,8.317138E-5,7.238481E-4,0.040532537,6.662845E-5,8.495601E-4,0.011136576,0.0,9.783608E-8,2.7268655E-7,5.439875E-6,0.0029564928,6.7034826E-8,2.2886393E-10,0.0,0.0,1.5138684E-11,6.993393E-13,0.0,0.0,1.0985233E-12,4.3548665E-11,6.1025476E-6,0.0,1.9840617E-4,4.076326E-6,0.01588914,0.0,2.4621735E-5,0.0036022884,0.00978611,0.00351004,9.18661E-5,3.841958E-4,2.3537636E-4,0.0,1.3569591E-8,3.6407997E-5,2.6813784E-4,0.0,7.404703E-4,0.009140724,1.0047867E-4,0.02092378
2.0,"cod >=5.0",0.0,0.0,1.5228746E-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01027589,0.0,0.0,1.3470363E-8,0.0042551425,0.0,0.0,4.9653115E-14,0.0,0.0,0.0,3.2564305E-9,3.536087E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.828778E-9,0.0,0.0,0.0,0.0014547388,4.0565133E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.424114E-5,0.013063795
2.0,"cod >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0236606E-9,0.0,0.0,3.443329E-12,6.1442604,0.0,0.0,0.0,0.0,0.0,0.0,1.7843222E-13,0.0069545666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.860993E-9,0.0,0.0,0.0,0.0,7.9733654E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2103675E-5,0.34567872
2.0,"cod >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.690466
2.0,"dragonet < 5.0",0.0,0.0025916768,21.606688,0.0,2.2223693E-8,4.8771853E-10,0.0,0.0,0.016876422,4.8770933,1991.7588,122.96723,2.3420405E-4,7.172608,26.763107,4652.937,2.4991843E-4,29.669842,986.90186,0.0,1.3565021E-8,2.5701127E-7,0.34000382,101.40799,7.572621E-5,4.9660324E-5,0.0,0.0,1.470125E-8,5.1221192E-5,0.03486537,0.006722742,2.0610624E-8,1.6596994E-7,216.7298,29.195477,0.028978994,0.024374027,0.63714606,0.0,9.0849906E-5,0.29652873,0.8606034,0.056260146,8.1648055E-4,0.005834614,0.016815348,0.0,2.0138485E-8,5.485649E-7,0.03212949,1.3388502E-7,0.38567156,0.81980324,0.45804918,4.8741655
2.0,"dragonet >=5.0",0.0,0.0,1.6135161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.7794,69.72025,0.0,0.0,29.021536,3794.783,0.0,0.0,99.89277,0.0,0.0,0.0,0.3552872,112.33025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9309225,16.643877,0.0,0.0,0.007931376,0.0,0.0,0.0,0.72312534,0.08989646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.781303,3.9051878
2.0,"dragonet >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03242558,0.0,0.0,0.30048144,79.41843,0.0,0.0,0.0,0.0,0.0,0.0,4.1947773E-4,15.184194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5512013E-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"dragonet >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034568314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3953605E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"sole < 5.0",0.0,0.0,0.028289713,0.0,3.8740244E-10,0.0,0.0,0.0,4.2057494E-5,0.012914726,0.055537976,0.0020570713,1.077865E-4,5.713048E-4,2.9615045E-5,0.23124592,7.609701E-5,0.0022264132,1.1529588,0.0,3.604008E-7,5.0197375E-8,5.264176E-6,0.030890651,1.6026992E-7,5.2101627E-6,0.0,0.0,4.5660659E-10,1.5806274E-8,2.0373376E-8,0.0,2.9201738E-10,9.023325E-9,7.712504E-6,0.0,6.040606E-5,0.002168427,0.03747445,0.0,2.3687102E-8,0.0021230695,0.120033614,0.031623084,1.8548927E-6,1.3409385E-4,8.864766E-6,0.0,0.0,0.0,4.5270135E-4,0.0,0.0020513625,0.00563606,0.0021597305,0.1593789
2.0,"sole >=5.0",0.0,0.0,0.0492559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.17518,90.81271,0.0,0.0,15.2214985,1991.9229,0.0,0.0,4.19433,0.0,0.0,0.0,0.0759844,71.305466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9492733,0.0,0.0,5.7926583E-5,0.0,0.0,0.0,0.008590678,8.9152105E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13127634
2.0,"sole >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6589372,0.0,0.0,23.995672,4449.1943,0.0,0.0,0.0,0.0,0.0,0.0,0.7771112,160.1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024780305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"sole >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024609879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"plaice < 5.0",0.0,4.3857503E-6,0.0022597983,0.0,0.0,0.0,0.0,0.0,9.9508536E-5,0.008504737,0.060131006,1.8799819E-4,7.112156E-4,5.496494E-5,3.8821795E-6,0.08247524,1.8029377E-6,0.008952268,0.14531313,0.0,2.0995513E-11,1.5253088E-8,9.9987766E-8,0.0031144319,0.0,0.0,0.0,0.0,0.0,1.1985274E-12,0.0,0.0,1.6958982E-5,8.314677E-7,4.666334E-5,0.0,3.2040538E-4,7.3783577E-4,2.354123E-4,0.0,4.3740234E-5,0.0035455797,0.0068665026,6.086348E-5,2.9505396E-4,0.0055819526,0.009372443,0.0,1.75825E-5,2.0552317E-5,0.002969434,0.0,0.0047280667,0.055442516,0.100213766,0.15705888
2.0,"plaice >=5.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.099195E-7,0.25391898,0.0,0.0,1.2517789E-8,0.6165098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027924143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015256278,0.0,0.0,0.0,0.0013986081,0.057262413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112194404,0.6223218
2.0,"plaice >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7472727,1353.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.5596415,127.1947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1880367E-5,0.0,0.0,0.0,0.0,2.0219184E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2670502E-6,2.7558243
2.0,"plaice >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.396812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.767395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,"horseMackerel < 5.0",0.0,0.0,7.6016726,0.0,9.375826E-7,9.042286E-7,0.0,0.0,0.31171975,49.491623,2165.2705,8.652445,0.1193919,5.4839096,15.086126,1718.8666,0.07993841,16.083982,841.909,0.0,6.425885E-7,1.9701267E-6,3.8583405E-4,19.232328,2.8549202E-4,0.0024343748,0.0,0.0,9.58102E-7,2.11724E-4,6.8745617E-4,0.0,8.47836E-7,0.0036396016,0.0043629818,0.0,0.46808663,100.791306,1448.6481,0.0,0.0012014158,17.278841,436.76996,1.9470212,0.0,0.0,0.0,0.0,1.0572587E-5,0.0011173825,0.33564818,0.0,3.0854657,121.43255,86.71979,2662.2146
2.0,"horseMackerel >=5.0",0.0,0.0,0.30688167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.300009,5.7170115,0.0,0.0021133898,10.512739,504.16373,0.0,0.0,5.069999,0.0,0.0,0.0,3.308437E-6,2.0762017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.27629,0.0,0.0,0.0,182.69148,0.86626077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0948,971.3883
2.0,"horseMackerel >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5507607,0.0,0.0,0.028886167,1901.187,0.0,0.0,0.0,0.0,0.0,0.0,7.429554E-6,63.401627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2001497E-7,0.0,0.0,0.0,3.0942403E-5,0.23863707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.26069,3208.3694
2.0,"horseMackerel >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6351906E-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3669876E-5
2.0,"mackerel < 5.0",0.0,0.0,0.6729679,0.0,2.164382E-7,5.501207E-6,0.0,0.0,0.024785902,0.86730903,14.297317,5.6143622,2.4503988E-4,1.1121973,0.22772378,48.455826,2.4063743E-4,0.28807348,4.454707,0.0,4.7644384E-8,4.9690866E-6,0.040700745,10.018299,1.3064273E-5,1.4660276E-4,0.0,0.0,1.5238423E-7,2.2205593E-7,7.575838E-4,0.0,0.0,0.0,3.5154757E-5,0.0,0.020172367,0.027328387,3.0875926,0.0,0.0018745549,1.343309,22.831846,1.1258591,0.0,0.0,0.6871734,0.0,4.8669126E-6,1.525593E-4,0.24135074,2.1851798E-4,1.5553541,4.9583445,8.685234,29.599127
2.0,"mackerel >=5.0",0.0,0.0,0.37604713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.04637,55.170727,0.0,0.0,1.615076,1482.746,0.0,0.0,0.0027840137,0.0,0.0,0.0,2.0725121,55.202236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.733958,0.0,0.0,0.0,114.71314,15.968276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.83086,2633.7583
2.0,"mackerel >=10.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.176573,0.0,0.0,0.016116166,3078.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.09290027,133.94556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011274589,0.0,0.0,0.0,37.671165,2.4986722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.791027,4211.314
2.0,"mackerel >=30.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.04567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013329698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.10243
2.0,"herring < 5.0",0.0,0.022384606,5.5606885,0.0,0.0,0.0,0.0,0.0,0.0016444045,491.81665,243.84776,4.8677216,4.5475637E-8,2.9407895E-5,0.10981067,33.204502,0.013195555,11.390949,415.81027,0.0,6.040527E-6,1.5089961E-5,0.068116434,4.547575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3034063E-4,0.0028478166,0.012380549,0.0,0.9690346,30.58036,16.591198,0.0,0.0,172.14368,141.37347,2.0318717E-8,39.36994,1301.8489,1568.6262,0.0,0.04117952,9.915084,162.952,0.0,48.070522,12.836311,69.68698,416.2621
