"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.07197975472539642,6.75576124878125,1.9059939900554996,0.0,0.1344697195780496,0.08776380965196597,1.3611708948103116,0.0,0.0,0.0,0.07319384901170146,0.0885918953505317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.04095540754871772,6.8449063271343435,1.822865533542252,0.0,0.07932967170613431,0.14259985386538096,1.3447245273503015,0.0,0.0,0.0,0.054404293097893304,0.14172590154678966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.02143254388867589,7.261318524765139,4.626079911075851,0.0,0.09819290271095471,0.12593123645168325,1.334281051988001,0.0,0.0,0.0,0.05459849915242937,0.14224106982769064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.009582144298264263,8.224361833503313,2.479704322786253,0.0,0.07724025765331546,0.1365301430554531,1.3282062393336769,0.0,0.0,0.0,0.05831216350027862,0.14137717756981114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.011152233860210973,8.161632866349798,0.9299364555459245,0.0,0.08149546294510605,0.15352114795188931,1.328992424730348,0.0,0.0,0.0,0.05251888028144443,0.14200242427535767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.0062805782305952,5.280184418822681,1.0056787133793725,0.0,0.11610883112262109,0.1515913300229982,1.3265099740159647,0.0,0.0,0.0,0.06600041867902713,0.142023339960538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.054555459605115035,6.656051330023716,0.7654647118510685,0.0,0.096817672363813,0.1792901448835119,1.3521174280075368,0.0,0.0,0.0,0.06810349718086223,0.1419887831940698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.061579225959102556,11.81737452910295,0.9453048387930701,0.0,0.07584329773004095,0.18165527761904243,1.3555738276893567,0.0,0.0,0.0,0.05428029452923811,0.14197342328226603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.09403414230653426,7.935216254020708,0.8615034906095934,0.0,0.0983337477919548,0.16230709084559336,1.3733027749044604,0.0,0.0,0.0,0.05467888407927856,0.14195223530488885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.1303833758560108,9.563607121539809,1.4439158968355659,0.0,0.09560051000506527,0.15460735516650545,1.3942744961099265,0.0,0.0,0.0,0.06313766950452537,0.14177710161079818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.10237450960838528,6.468656044175446,0.8681320409515065,0.0,0.09348417540382659,0.14263650372145548,1.3780796706663854,0.0,0.0,0.0,0.06462178800103835,0.14193368014524396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.12285637118218291,7.806497245400733,0.8854258162364383,0.0,0.09374535792560407,0.1565506193320061,1.3900261220528127,0.0,0.0,0.0,0.06425324766132372,0.1419324376742713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
