"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.11225030825802765,3.4235239308142575,0.48581504585341906,0.0,0.1790684166483443,0.14150536419894322,2.0517199186018518,0.293994869645498,0.2848747600890776,0.0,0.012155106884056594,0.034020857341326746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.04624390115631274,2.4449062860694046,0.767363194700578,0.0,0.18518597308770496,0.2018684967353791,2.016027578509318,0.29562980837482683,0.29769939792617583,0.0,0.019158291066832738,0.035947213942979894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.03886098090888512,3.6259543271145502,1.5807401787671438,0.0,0.1649870283188744,0.2531003397023621,2.0121310283744065,0.29202415381888336,0.2964367150117682,0.0,0.012374701278685448,0.035761971961038114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.031038170286103093,2.333108995300059,0.8792606193608705,0.0,0.20267414263496616,0.18579377958597706,2.00800661945463,0.29578549618346744,0.29767769460942495,0.0,0.01872460953879868,0.035950269789729976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.02591971436344165,3.0271994567127387,1.369297780180097,0.0,0.1815038872501581,0.26673841126567227,2.0053474890402705,0.2940764643535059,0.29736882652790475,0.0,0.016855994851564117,0.03592156095836543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.023179673804862338,2.571867904752475,1.2686396256019776,0.0,0.17202589130082452,0.20493939834286723,2.003977472613396,0.2960603366173835,0.2971832742046677,0.0,0.018069020628546484,0.03588677415252044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.029751744987912287,2.603928485203469,1.4225433971114727,0.0,0.15453320335648646,0.1948932844962166,2.0073438214636887,0.29600784122539325,0.2959923813123688,0.0,0.014835623459401447,0.03578913767942736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.06493746692238142,2.6381463074403237,1.5005152935933976,0.0,0.16414525444301775,0.14595252928913893,2.0259552980120437,0.29627192339592934,0.296430914942733,0.0,0.016503213494261745,0.035807542324178446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.07263812692949942,2.678166317607033,1.2910772550180742,0.0,0.1634021118653976,0.16103683865081764,2.030092433036101,0.2961779440094323,0.2970212600169097,0.0,0.01569478093674926,0.03589837838533915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.09490592486418235,2.522057016712145,1.1896470599783773,0.0,0.17779577755517859,0.16633250094720683,2.042089685837019,0.29595474764927354,0.29669451011908893,0.0,0.015951867578855052,0.03583786925691665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.09883693372130092,2.6262685306962488,1.2753562783014842,0.0,0.17603324226343658,0.19221530005302986,2.0441612758775185,0.29577899141807557,0.2970261834770609,0.0,0.016274717697347178,0.035916456795213506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.08816405626792571,3.025346929004912,1.212204679512198,0.0,0.17235688434631471,0.18619461745730825,2.038483170369364,0.2954558247656179,0.2968576019472711,0.0,0.01534446329110031,0.03589518353515736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.08098207312599517,3.4472665248164516,1.169135218859718,0.0,0.17404865674412662,0.20859395438225067,2.034800980901276,0.2958090406566428,0.2974773420702103,0.0,0.016330914602053395,0.03593027045553377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,0.07383433916507455,3.1030167986267494,1.3681120536391145,0.0,0.17894630856412558,0.2026461996573631,2.030634402860984,0.29598734199850746,0.29730732465064025,0.0,0.017417505526115228,0.03589284018937477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.0,0.07962444233582695,3.5857684904862124,1.4051435878820562,0.0,0.1451444009848591,0.18180055732209757,2.0337354514997212,0.295365078411732,0.2958942271803583,0.0,0.013649154795589851,0.03567360400892455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17.0,0.11127557590697149,2.919667583897312,0.9803985635657353,0.0,0.17772655730806003,0.15947133112912468,2.051052008490819,0.2966180942360452,0.29694701846932076,0.0,0.018149539201147518,0.03589515884365143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18.0,0.13218360297031856,3.916862138227603,0.9775888930082252,0.0,0.14064021970824905,0.20545871389947803,2.0628159498414163,0.2944936367626386,0.2975293976760058,0.0,0.014068654306458164,0.035942201340250175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
19.0,0.11785271717902943,3.2826373389558934,0.542746052519114,0.0,0.1554656466879824,0.15574283259043387,2.0546301297803407,0.2964882516424979,0.29751024029119416,0.0,0.014751486175111737,0.03593249486870449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,0.13152441441698423,3.119818728849531,0.9414262153273759,0.0,0.16592183086318835,0.16386104780238903,2.0622143729913494,0.2960661903923584,0.2972308138822448,0.0,0.015620815905615891,0.0358883487750367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21.0,0.12854040549625861,3.561312170217833,0.891118233456453,0.0,0.15328951519927556,0.16468315308417394,2.0604786242826205,0.2958593292428442,0.2974920511141041,0.0,0.01343002965847934,0.0359292345636188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22.0,0.11640078123866736,3.4893269352692666,0.7710827398600241,0.0,0.16247262057385414,0.17730679260145912,2.0538892896408236,0.29562368053987687,0.2978535317925012,0.0,0.014202675170952386,0.03598204104839583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23.0,0.1529842351048989,3.4737494549930825,0.5572794915444887,0.0,0.16565832236369107,0.1984365006907228,2.0744778291463404,0.2953582397112728,0.2978341044862985,0.0,0.015902934923901324,0.03597828168905623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24.0,0.14383020227005328,3.682809062656789,0.9654107226902654,0.0,0.15660904670568665,0.18360997558647074,2.069178248742594,0.29523763397189334,0.29705083633834706,0.0,0.015537331272887447,0.03585014954752014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,0.1693495631113388,4.258898957950266,0.919724301943845,0.0,0.14109115740153033,0.16300168821476865,2.083879086795955,0.2946659934437629,0.29745419049079314,0.0,0.012940412838729176,0.035916597876807135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26.0,0.15662551579148556,3.389369440754654,0.8530790243444231,0.0,0.1740397700122506,0.13113966360665535,2.076362725493007,0.29667206380706357,0.2970773822066701,0.0,0.017038699449955383,0.0358769179309701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27.0,0.12780775577205172,4.179077324930957,1.0804807814920643,0.0,0.14327466516246234,0.19610677733337076,2.060322109372532,0.2935729214465027,0.2977466553134157,0.0,0.014984752161775907,0.03596681698588041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28.0,0.1556439984072772,4.043777876663535,0.5029061108341313,0.0,0.13322638729759037,0.1496100034606078,2.0762973827098006,0.2945999871622454,0.2977750537267371,0.0,0.014740485354737294,0.03596108651675181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29.0,0.16196255559791595,3.583378581942768,0.991606564327719,0.0,0.15288058916428005,0.11186962497060887,2.079467634909178,0.29606022990362824,0.2965844152500291,0.0,0.015544255000354678,0.035783940336393115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
30.0,0.1799415953413642,3.509776271564594,1.5192244628681015,0.0,0.151731542409923,0.1419175062994285,2.0900215664803077,0.29593736426525047,0.29707556924104583,0.0,0.016391682480821686,0.035896847932663116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31.0,0.15588964959337917,3.848427841704868,1.3149648081748353,0.0,0.1447236808618109,0.13575636468740573,2.076683770092486,0.29558396549706467,0.29715130304372017,0.0,0.013454594304226764,0.035882226345619245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32.0,0.15078485739019415,4.071377563278639,1.0971173913977903,0.0,0.14984760251274887,0.1524880912907696,2.0729803755686995,0.2955917501143911,0.2971020567379863,0.0,0.01429407501393582,0.03590532199930491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
33.0,0.15001476715508696,3.9507017648004052,0.8899814087729753,0.0,0.1478861496687237,0.1758762067684773,2.0725430298959204,0.2950583956597188,0.2972754705575385,0.0,0.013767510768784375,0.03590293733706107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34.0,0.14814321922996054,3.9231166974670098,1.07711942035177,0.0,0.14771550278741796,0.18042435792260006,2.0716189102150104,0.2956109311289015,0.29686285435210286,0.0,0.015839613927154893,0.03592530240690574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,0.12816129138746726,3.8762255021247367,1.4163752193112658,0.0,0.1389853923715308,0.15661633162502864,2.060268521202857,0.29549500633233267,0.2973955197011128,0.0,0.01418229015920335,0.03595292026238876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36.0,0.14019363124156592,3.744790923645659,1.1410471633969956,0.0,0.15064726251229169,0.17516739949336782,2.067269352392175,0.2959927341375416,0.2978036279141216,0.0,0.016071638524697757,0.03595099387877435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37.0,0.1273765622325192,4.1619899401244735,1.104255845475154,0.0,0.13282531468591993,0.12742941494517449,2.0599665722095275,0.2952649886005094,0.2975467138255466,0.0,0.013376795478184737,0.035932683197004205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38.0,0.16902432282845947,3.855669863224608,0.37586170513478995,0.0,0.15040845664431696,0.1911670892705675,2.083325045199586,0.2959177967975349,0.2976942499791066,0.0,0.01565974482704532,0.035951221167442184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39.0,0.158618430642318,3.7357360754656264,1.1133428667596532,0.0,0.1391032794390856,0.14024471693515822,2.07806672898903,0.29555119578550293,0.29753352747482653,0.0,0.014366556321731156,0.035954837178203136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40.0,0.1658947304115732,3.0534475827708962,1.16726378926848,0.0,0.16103421482046346,0.11559345493630196,2.081924845597893,0.2967960733932844,0.2963864193714284,0.0,0.015208301125434996,0.03574799123191039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
