"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.0337330088055126,3.2246662739208243,2.368023631995,0.0,0.059701191529673715,0.12902767528575373,2.479931873366932,0.0,0.0,0.0,0.0,0.41679240220485847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.0322743544851814,5.570315540385705,2.0981909808947505,0.0,0.05472894645991117,0.07545113438604913,2.4672293948722808,0.0,0.0,0.0,0.0,0.434575538423593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.02798523545164235,7.352637051043761,1.3171689966921767,0.0,0.036402518891875645,0.04126033581384239,2.436119721085882,0.0,0.0,0.0,0.0,0.43742247698467684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.03140218029367047,5.588123325140897,0.4698859792027202,0.0,0.03628216810972536,0.06360465247009944,2.4579577137308535,0.0,0.0,0.0,0.0,0.43975703643979036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.024463509649284843,8.314681267637642,1.6465798152502085,0.0,0.036582511044083305,0.017875712360768542,2.4047858400174227,0.0,0.0,0.0,0.0,0.4394476795626532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.022835569274036224,4.9738083637943244,0.859620470624279,0.0,0.040401254978038745,0.031376237097405064,2.3957693929024115,0.0,0.0,0.0,0.0,0.4395482056832055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.023856180012167213,5.147429482411644,1.5682088690030513,0.0,0.048189553397353535,0.04365098264186984,2.4012145960749645,0.0,0.0,0.0,0.0,0.43971043670193855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.030743149518056137,6.242571635160808,1.2979124691200314,0.0,0.0452573837139991,0.045174628831570814,2.454650046477983,0.0,0.0,0.0,0.0,0.44012350995669114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.03516371583299825,5.094624326606223,0.93386459807614,0.0,0.05354427881826131,0.05818201802122945,2.491160733757374,0.0,0.0,0.0,0.0,0.4389491687858875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.04134067463559115,6.218837991794248,1.1210442383231047,0.0,0.05460268946257196,0.04523670459185851,2.5483128668365516,0.0,0.0,0.0,0.0,0.44011413458821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
