"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.7453545546705246,13.804180952283492,2.8505561980837353,0.0,0.12750915174445895,0.1133651857922693,0.9388391236960919,0.0,0.0,0.0,0.014548305561497457,0.04747745228919114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.6853215898834986,17.56910884563144,2.3236888170518477,0.0,0.08666061433392297,0.15980755769606328,0.9335449977455138,0.0,0.0,0.0,0.007768699029749245,0.05200181623497615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.33631476244303593,14.981203319861885,2.511727043330979,0.0,0.051903636150309004,0.16725771821374028,0.9059722817489727,0.0,0.0,0.0,0.012966391319720053,0.05192040558600356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.504716799646417,12.921853802532999,1.3809759905928478,0.0,0.07843514011167492,0.10384021104636051,0.9198094645866634,0.0,0.0,0.0,0.01897192098139234,0.050972786628695234,0.0,0.0,0.04760212354365219,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.15638197669545725,11.857760581739974,0.916715470497723,0.0,0.07476945997923068,0.15826269289180933,0.8924692160053693,0.0,0.0,0.0,0.011447102260476329,0.05198261098966099,0.0,0.0,0.0010413429432699914,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.22092206161985478,10.680574374227724,0.6027088964744449,0.0,0.0745387411876572,0.1753595959577058,0.8972132662607951,0.0,0.0,0.0,0.019422678552170457,0.051967318845744404,0.0,0.0,0.0011925437207888534,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.5950846528873674,11.421620321598079,0.6191876617060132,0.0,0.08770215314501956,0.1400977285300218,0.9257822146658778,0.0,0.0,0.0,0.01579667677911355,0.05198403109649356,0.0,0.0,3.4785598306166207E-4,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,1.0383815443156856,12.19712522646476,0.5998672051354927,0.0,0.09068448271582233,0.13286633057351685,0.9612378308197104,0.0,0.0,0.0,0.010548180957481971,0.05146670641190734,0.0,0.0,0.026653457949576582,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,1.3817567711728742,10.742422715193602,0.5199910946361671,0.0,0.10169107824009124,0.13672884908954996,0.9891477087660889,0.0,0.0,0.0,0.01797242122409604,0.051705893525243185,0.0,0.0,0.014596170204836213,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,1.9319481332040063,10.255389090606666,0.6791398047615693,0.0,0.11955456368127403,0.1257597678594323,1.0434801453023899,0.0,0.0,0.0,0.02139333831501931,0.05191276750662528,0.0,0.0,0.0044364789422362445,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,1.9155363704818584,7.5753109474703875,0.6705617990411654,0.0,0.1302265623725435,0.13463083256661343,1.0365791145573604,0.0,0.0,0.0,0.026867761103159797,0.0519186506096916,0.0,0.0,0.0027804797829051285,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,1.4724689861205915,10.218568035700159,0.8381764505209738,0.0,0.12085872129468914,0.13972681138570447,1.000079605293745,0.0,0.0,0.0,0.024992415001090708,0.05194181558442311,0.0,0.0,8.446592393291984E-4,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,1.1693093526588305,10.266300069974653,0.5219175483754663,0.0,0.11195746668429025,0.13676642042044854,0.9736735567501856,0.0,0.0,0.0,0.022654145344182815,0.051751000076925235,0.0,0.0,0.012082540508744011,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,1.0506854929616904,11.96805405199748,0.3241986497408361,0.0,0.11197987753788144,0.14322565109934277,0.9630678220108235,0.0,0.0,0.0,0.019578739450718752,0.051409293636375204,0.0,0.0,0.02968217405348454,0.0,0.0,0.0,0.0,0.0,0.0,
16.0,1.1263284989713525,12.360947198907592,0.3188138551682535,0.0,0.10626461064550231,0.14384340301710907,0.9678528444379891,0.0,0.0,0.0,0.018237582349099068,0.0502509809317521,0.0,0.0,0.0881598108958793,0.0,0.0,0.0,0.0,0.0,0.0,
17.0,1.6240503541118358,12.825143173810089,0.30889009804413886,0.0,0.11830973379611419,0.13790773509142915,1.010417751777574,0.0,0.0,0.0,0.013323544635401073,0.05075152012723006,0.0,0.0,0.06283899163973242,0.0,0.0,0.0,0.0,0.0,0.0,
18.0,2.032286776738342,11.586805345344022,0.4445721155117674,0.0,0.12616437884506518,0.1461417112576741,1.0470271752788893,0.0,0.0,0.0,0.0177266503157602,0.05115912882258828,0.0,0.0,0.04207261456746488,0.0,0.0,0.0,0.0,0.0,0.0,
19.0,1.801327669340119,9.460792422516986,0.47041536296042186,0.0,0.133636614319939,0.139677963041162,1.0268140558109609,0.0,0.0,0.0,0.02407737522788038,0.051678925100228645,0.0,0.0,0.016258089282904554,0.0,0.0,0.0,0.0,0.0,0.0,
20.0,1.411417570929374,11.578873145825465,0.4527474688596828,0.0,0.11956137100954754,0.14698996160390812,0.9944067675804092,0.0,0.0,0.0,0.014751089809197024,0.05165641057147595,0.0,0.0,0.01744751145400998,0.0,0.0,0.0,0.0,0.0,0.0,
21.0,1.6110315878854895,12.469351106244781,0.3686337894778605,0.0,0.11451493023420635,0.14966645035131732,1.0126883507774733,0.0,0.0,0.0,0.022521211439866927,0.051437241827730434,0.0,0.0,0.02812196878756739,0.0,0.0,0.0,0.0,0.0,0.0,
22.0,1.5425678440867021,11.957837415116423,0.3021656760322712,0.0,0.11374211288644745,0.14356915303758994,1.0080260775478418,0.0,0.0,0.0,0.012949097627393123,0.05088165056957836,0.0,0.0,0.05616250810031768,0.0,0.0,0.0,0.0,0.0,0.0,
23.0,1.6510810332008583,15.273412004323957,0.297537361700951,0.0,0.11192391470393151,0.14367135056844407,1.0158310966978814,0.0,0.0,0.0,0.014800332727394956,0.05087591058880683,0.0,0.0,0.056607159030008763,0.0,0.0,0.0,0.0,0.0,0.0,
24.0,1.481286471584125,10.558974711713565,0.2530332205989622,0.0,0.11367098936999823,0.1470959996922652,0.9997193351070979,0.0,0.0,0.0,0.020528804733356738,0.050978305701216475,0.0,0.0,0.051415157513206196,0.0,0.0,0.0,0.0,0.0,0.0,
25.0,1.8211520155534644,14.427273611090888,0.2984705030582151,0.0,0.11999796323158474,0.15630844257487977,1.032587507016415,0.0,0.0,0.0,0.010791710147912966,0.05125211171361495,0.0,0.0,0.03746166262471369,0.0,0.0,0.0,0.0,0.0,0.0,
26.0,1.5426629288501046,13.638240898901026,0.3089910947728969,0.0,0.10766346582679337,0.15022134302126833,1.0031877004131868,0.0,0.0,0.0,0.025809218980353987,0.050895049118731606,0.0,0.0,0.055771237860216136,0.0,0.0,0.0,0.0,0.0,0.0,
27.0,1.3379086225040149,13.330623968249704,0.22767557873652183,0.0,0.1189384392664554,0.15274152098329574,0.9867390273884417,0.0,0.0,0.0,0.021157562021507884,0.05103525629579779,0.0,0.0,0.04864778245881821,0.0,0.0,0.0,0.0,0.0,0.0,
28.0,1.9196999541122315,9.6252694542038,0.17344850795257508,0.0,0.12390787510449074,0.15765452094501825,1.0403154840332114,0.0,0.0,0.0,0.017553135393679066,0.05049761470496427,0.0,0.0,0.07581002977763511,0.0,0.0,0.0,0.0,0.0,0.0,
29.0,2.0425734702559932,11.773663049812132,0.2643521993950376,0.0,0.12809761806610964,0.15184755871459574,1.0504657174183036,0.0,0.0,0.0,0.014484771084694625,0.05143715116449426,0.0,0.0,0.028513023127495252,0.0,0.0,0.0,0.0,0.0,0.0,
30.0,2.0533593592789807,14.289619588967494,0.19103528846160822,0.0,0.12324836951217162,0.1497681380895777,1.0497339137488604,0.0,0.0,0.0,0.020494455245458138,0.05134239350720391,0.0,0.0,0.03321291282201098,0.0,0.0,0.0,0.0,0.0,0.0,
31.0,1.6906448349332668,12.309142899307973,0.19251143939508086,0.0,0.12276696581570505,0.15443787802840026,1.0187419641495772,0.0,0.0,0.0,0.01937055499819828,0.05129490507712334,0.0,0.0,0.03542347063571887,0.0,0.0,0.0,0.0,0.0,0.0,
32.0,1.5305477518099004,11.627383100698228,0.2256763210423479,0.0,0.11917013304230137,0.15105112041975968,1.0029332692361568,0.0,0.0,0.0,0.021340677973297792,0.050617299537782594,0.0,0.0,0.0698154520124162,0.0,0.0,0.0,0.0,0.0,0.0,
33.0,1.3233961303618118,13.35910082073966,0.2907972864147133,0.0,0.11376031383166146,0.14525274831952661,0.9865064635841806,0.0,0.0,0.0,0.019639884456866298,0.05036179492924265,0.0,0.0,0.08243453795669954,0.0,0.0,0.0,0.0,0.0,0.0,
34.0,1.3184633884958696,14.878066865476328,0.21832294270675895,0.0,0.10514604085106505,0.14290919224944956,0.9858284836687953,0.0,0.0,0.0,0.014082558873526102,0.049980570195413895,0.0,0.0,0.1018907106930864,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,1.1554833677172123,14.484720530206708,0.28105904467359727,0.0,0.09766961066563225,0.1392193208612911,0.9713926486519547,0.0,0.0,0.0,0.013706716018456038,0.05036596387389967,0.0,0.0,0.08243571092680504,0.0,0.0,0.0,0.0,0.0,0.0,
36.0,1.5907580311591372,13.97625510359834,0.29444133012084805,0.0,0.11468309499803896,0.13911937626338405,1.0104347239066638,0.0,0.0,0.0,0.018176401204266588,0.05060522125190507,0.0,0.0,0.07042006086250334,0.0,0.0,0.0,0.0,0.0,0.0,
37.0,1.4677503895267427,13.929759863445833,0.32112222072086083,0.0,0.09971434301592064,0.14390507406494904,0.997551785496979,0.0,0.0,0.0,0.025517591681428347,0.050712794346222057,0.0,0.0,0.06504082212113918,0.0,0.0,0.0,0.0,0.0,0.0,
38.0,1.1381614293688933,13.177216117331794,0.22863637251596355,0.0,0.09877726740454204,0.14407394800354043,0.9698056770067073,0.0,0.0,0.0,0.01189443462135493,0.050930598588418,0.0,0.0,0.05383739384888562,0.0,0.0,0.0,0.0,0.0,0.0,
39.0,1.4659320721418807,11.543358484296618,0.2535721719106682,0.0,0.09422792219109653,0.14585102189512322,0.9983814965711598,0.0,0.0,0.0,0.015345465589726864,0.050724846176399115,0.0,0.0,0.0642453802590536,0.0,0.0,0.0,0.0,0.0,0.0,
40.0,1.6276583853039663,13.6301373751774,0.31642065358637983,0.0,0.11662073789888372,0.13808808997428984,1.0121082405401842,0.0,0.0,0.0,0.019221785087208246,0.051420566159987885,0.0,0.0,0.029182564536027737,0.0,0.0,0.0,0.0,0.0,0.0,
