"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.006110000902446144,6.3630114312544315,1.4028937560372254,0.0,0.05502176048914864,0.06422211405499433,1.6535062454865452,0.0,0.0,0.0,0.11182886185972359,0.1190081535811792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.004425930664666316,7.215944889504189,1.4780451285809526,0.0,0.012499955366337837,0.05543815470806206,1.645937092464359,0.0,0.0,0.0,0.10581090119395799,0.19231990345952638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.0017250273348616658,6.057056472707927,1.4106598915986583,0.0,0.01584756290771875,0.03522239431550505,1.633917039490299,0.0,0.0,0.0,0.10335593898630796,0.1931545795637848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.0011299184433498956,7.257560735099736,3.7548562319308134,0.0,0.025813124473252697,0.03603911427699758,1.6313460910859645,0.0,0.0,0.0,0.10921225577126077,0.19066680774628675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,6.610691654177031E-4,6.486910162322009,3.8100381157436995,0.0,0.017820302085836365,0.020736760830667493,1.6293156717153645,0.0,0.0,0.0,0.0945185379150813,0.19421814892863612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.0023042734356461406,7.117935764348408,2.5928969498075776,0.0,0.01747339006302677,0.0060503271331056995,1.6364387976192314,0.0,0.0,0.0,0.10640327053319554,0.19321923635992763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.00338939896680604,6.816440960904099,1.2904645776487622,0.0,0.021086862008602714,0.02676168341940241,1.6413622611903615,0.0,0.0,0.0,0.09968778763193169,0.19405187153057296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.008533634333051673,8.73265217624293,1.7853918008844636,0.0,0.013820986580498167,0.0381654558239617,1.664847254200053,0.0,0.0,0.0,0.10505296143714457,0.1929336192549948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.009295402263127313,6.750100994149896,0.7141861030021944,0.0,0.01396357953720894,0.033920528039401036,1.6688443354523146,0.0,0.0,0.0,0.10126314114870362,0.1940028235451406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.0126582120240622,5.5764685367406255,0.5702913269300912,0.0,0.01983869035926062,0.056230312339281906,1.6853770514524273,0.0,0.0,0.0,0.103310420007691,0.19377071656870398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.01367506691783866,6.811401671191287,1.3862671614530726,0.0,0.023814654081915024,0.05246904811673017,1.6903508384240775,0.0,0.0,0.0,0.1003513529770604,0.19414826434940247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.013458983122608882,9.551746978173885,1.0147763262047662,0.0,0.01681521444639916,0.04577351910535494,1.6888429877895483,0.0,0.0,0.0,0.10381124117099719,0.19384029867916502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.007468469418090241,7.13382798219539,1.1243386045047932,0.0,0.0328188857931787,0.06021036178711593,1.6597678645705451,0.0,0.0,0.0,0.10143225788624084,0.19397218842630495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
