"Predation (Mpred), Starvation (Mstarv), Additional mortality (Madd), Fishing (F) & Out-of-domain (Zout) mortality rates per time step of saving, except for Madd Eggs that is expressed in osmose time step. Z is the total mortality for migratory fish outside the simulation grid. To get annual mortality rates, sum the mortality rates within one year."
"Time","Mpred","Mpred","Mpred","Mstarv","Mstarv","Mstarv","Madd","Madd","Madd","F","F","F","Zout","Zout","Zout","Mfor","Mfor","Mfor"
,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits,Eggs,Pre-recruits,Recruits
2.0,0.5973648765051502,6.566289516003556,1.6015704115321687,0.0,0.1281835894627059,0.18354945385620314,0.8726309210035734,0.08072493331398396,0.07396704027027388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3.0,0.49413942145418643,4.553030300783126,1.6457283737439523,0.0,0.11558628695942949,0.18705356592301395,0.8569178667583922,0.08179887549563541,0.08463188292951959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.0,0.3687591371182429,6.450705856677819,2.7511675973998213,0.0,0.05523647615975496,0.13350430040635788,0.8401676136912218,0.08023504702773111,0.08432472388160149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
5.0,0.44434206824702555,6.969944620906137,1.4655848299780923,0.0,0.02514418067476243,0.061634247990884725,0.8508963112065491,0.07985362775016343,0.0839304305344066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6.0,0.20786317531380188,6.896010205299495,2.9716510918433676,0.0,0.05061816087743841,0.03410744908820895,0.8165276839118795,0.08000442129865791,0.08360278793005214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
7.0,0.23487092685941088,5.99459178254629,1.2983951398456055,0.0,0.0472390757662826,0.06736438385769117,0.8200572154676026,0.08089280318672684,0.08496500479889998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
8.0,0.3416731610857039,6.7034629466589335,0.8966157636181054,0.0,0.06073364862243944,0.06852953887905858,0.8349397908133396,0.08064127138434403,0.08482016897655187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
9.0,0.4245982947204451,5.652591257182029,0.8794667176434614,0.0,0.07542315796103372,0.06907442601093479,0.8467493370779079,0.0810985541016685,0.08495045015386454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10.0,0.5797143969297788,6.777190147327622,1.3490458560586154,0.0,0.08383791481806088,0.07387120336723349,0.8703800192310678,0.0809776404538363,0.08481267939303397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
11.0,0.6578863790727202,5.972296035068189,1.197636398435204,0.0,0.08669977044301733,0.09136893608833085,0.8818598220953678,0.08070802060673823,0.08487877262864549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12.0,0.5966309141210436,6.252264552133692,1.8688962889295628,0.0,0.06746776875415851,0.10189645874964927,0.8721478334128759,0.08018036809211779,0.0844313023869774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
13.0,0.5181951948179856,7.091356005408396,1.0273601359858475,0.0,0.04182358711234667,0.06384563451029845,0.8600811238758856,0.08000610159813625,0.08466707427040221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.0,0.4093217059955188,7.29430321300088,0.9162274215869823,0.0,0.06069305219306914,0.05395870374015056,0.8441599911986332,0.07949942572682092,0.0847905721221151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15.0,0.5033762848117274,8.618201497010194,1.2968373704288392,0.0,0.07493634141970858,0.08472070001824726,0.8579086432114855,0.07927987268108168,0.08458400231304616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16.0,0.46112308859133394,6.522958393669035,0.6497269609445531,0.0,0.07296438569764191,0.11619431285015026,0.851917555491768,0.0804373696010142,0.0848959694952281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17.0,0.4740068208506531,8.407983621725975,0.8196890433895969,0.0,0.07663137463586786,0.09427713824216269,0.8530846294479527,0.07893769660205367,0.08484997310931422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
