"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,33006.355,4321.4385,272619.4,1418598.9,10019.688,20659.107,36804.85,55157.367,46658.332,321609.94,49206.47,2146841.8,231679.33,2.7247478E7,12320.573,5323.746,52021.703,29433.375,16463.96,17559.355,39341.47,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,21139.088,2528.9321,914939.25,1.1345003E7,2453.2114,143128.34,18464.328,32872.617,42933.723,244161.39,93586.234,5542535.5,58825.348,8.0404936E7,3368.2175,3523.1934,53219.2,29225.908,15947.398,17261.234,37955.32,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,13534.772,1358.9142,3313317.8,5.092997E7,653.48505,399178.75,11744.557,19909.723,46446.75,216021.73,104831.29,6420761.0,14666.202,4.1842637E8,576.7736,3189.6174,51153.547,29987.79,16952.51,17112.916,39800.91,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,9526.473,1281.5028,1.190822E7,1.07609496E8,3353.2937,749497.25,2241.9048,17190.877,58504.773,119560.805,170033.42,5478380.5,6642.8677,6.751531E8,767.23724,3384.5903,51432.473,32140.717,17324.836,18015.105,38319.867,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,6851.728,607.1514,1.1411187E7,1.2723036E8,10283.006,1816862.2,80.66281,8458.563,74869.49,69724.92,153754.78,4030754.0,4382.7705,5.1717117E8,1196.5024,3315.573,50703.336,30185.596,16756.383,17351.287,37669.48,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,4952.32,164.20178,1.138308E7,2.3396498E8,10207.2705,2.5297564E7,0.77972215,2034.9824,40868.727,52743.06,89216.34,2523746.8,2774.7158,1.3937869E9,1220.6619,3101.9285,52573.766,30323.074,16568.242,17282.217,38353.49,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,3572.038,27.729958,9948999.0,3.055746E8,14185.235,5.853766E7,1.4826661,691.81573,10997.345,41292.875,61220.027,1732225.1,1917.9293,1.7572321E9,2169.928,3075.997,52169.863,29312.557,16502.82,17234.322,39030.316,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,2677.995,14.170385,3.720942E7,5.366458E8,11271.118,9.7146056E7,2.8330138,205.11375,20033.135,47235.668,29018.23,812258.8,2522.8472,1.0072102E10,3312.313,3229.8916,51419.95,30727.854,16828.66,17369.818,38299.11,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,2431.9353,22.479862,9.043438E7,1.672527E9,17741.008,2.3716917E8,5.8251038,80.09545,13611.887,29923.994,40501.58,417785.97,1954.1649,1.2107928E10,2358.9338,3460.861,51889.88,29711.979,16462.19,17279.656,38979.887,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,2041.6523,22.38447,2.5703408E8,3.4070403E9,18249.21,2.9572614E8,3.114389,56.946186,11188.5205,45804.64,30063.826,297173.72,1322.0327,3.1274572E10,2268.4106,3579.4321,52752.72,29172.594,16660.502,17051.24,39736.406,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,1998.4519,7.9070673,3.2195994E8,9.914419E9,61111.273,3.6423158E8,1.4026859,93.3145,8137.639,140962.42,99341.3,379885.28,2610.899,8.321012E10,3085.767,3585.796,52079.703,29280.71,16665.877,17310.857,39778.074,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,1866.5757,7.265112,2.127539E8,3.4237145E10,66340.44,6.995184E8,0.24052851,224.8941,2574.278,157770.48,170154.72,302933.28,1185.0701,1.3254952E11,2937.718,3693.885,51685.387,30675.824,17197.627,17772.166,40011.047,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,1587.3961,9.161998,8.247392E7,8.800871E10,58498.06,1.336845E9,0.42356455,90.48493,8022.026,157655.98,7336.9297,60784.75,863.19354,3.5824874E11,3746.761,3837.191,51710.234,29768.357,16360.526,16670.22,37638.46,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,1388.8043,10.11911,1.01895704E8,2.5725072E11,10973.206,5.5773353E9,0.19659679,52.89896,6698.1753,106319.15,3845.157,4258.125,1119.0568,1.7694261E12,2846.09,3824.0552,53368.76,27861.719,15673.088,16831.373,38757.17,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,1236.5571,15.61855,4.5940193E9,9.3489365E11,13517.913,2.361117E10,1.2299166,185.53893,1792.7377,63534.86,12332.341,1315.4658,747.64166,3.757821E12,2990.6697,3741.2175,51986.605,29772.27,16058.549,17258.861,38426.863,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,1154.5962,20.569117,4.0780435E10,2.464911E12,23156.06,3.2212824E10,5.5103655,194.26291,7785.4043,20741.184,5467.277,2160.6746,1182.3881,1.685417E13,6486.721,3706.282,52592.64,28315.865,15967.7295,16749.592,39013.723,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,906.2317,22.215023,1.1986058E11,4.5242793E12,9539.342,4.2728337E10,2.482669,302.69565,8843.549,54302.484,79679.6,3481.3362,1529.3727,2.841715E13,9378.56,3779.2925,51678.9,29045.0,16254.3,16987.568,39910.32,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,748.2372,15.621452,1.3788992E11,8.905031E12,4596.842,6.434315E10,1.637033,243.23001,5148.9194,9588.952,95369.94,2328.481,690.0251,3.836063E13,6182.8696,3908.4358,51991.992,28922.166,16320.879,17115.018,39787.773,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,645.4778,19.780931,1.9088323E11,1.9677294E13,2931.7405,2.0203522E11,1.5197116,80.63798,1737.3066,4192.337,86121.36,33375.742,1551.7443,8.246315E13,3408.5842,3909.5518,51865.848,29680.893,16187.539,17059.271,38334.2,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,623.3732,13.228252,1.5023273E12,3.0378912E13,5284.437,1.3564162E12,1.8583727,98.9868,2083.8923,4021.8193,38696.41,27945.396,826.189,1.616204E14,4247.2007,3841.7449,51570.004,31717.059,16706.428,17911.863,38079.37,9455.266,446659.1,264953.8,91600.0,91600.0
