"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
11.0,1515.9524,35.569023,2.5640197E9,4.2139095E10,4485.1826,3.8716541E9,2.3654246,203.3009,2200.0896,141197.08,1258053.1,79256.42,395.38235,8.0813195E11,5141.058,3562.8955,52079.703,29280.71,16665.877,17310.857,39778.074,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,1271.4421,23.666742,7.0101827E9,9.215636E10,2590.312,9.121246E9,0.29984426,159.0321,5498.8125,978319.4,950891.2,46216.074,276.4747,7.434567E11,5130.1714,3740.4194,51685.387,30675.824,17197.627,17772.166,40011.047,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,1101.8978,16.86601,1.05508E10,1.5648755E11,5725.123,1.5682843E10,0.034958538,94.8991,3072.3171,1069463.6,63464.6,7570.599,329.0552,1.8229249E12,2668.42,3834.2239,51710.234,29768.357,16360.526,16670.22,37638.46,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,968.98444,6.283776,2.7628392E10,7.2661873E11,13181.845,2.1310132E10,0.5920193,87.104706,4393.229,1015728.94,30195.057,10433.915,1356.6455,4.513148E12,3246.0234,3857.8418,53368.76,27861.719,15673.088,16831.373,38757.17,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,754.8444,9.517669,5.9743576E10,1.6748783E12,7955.219,2.6158467E10,1.0027387,84.91352,1427.8944,948716.44,15149.35,72114.19,1239.993,9.486183E12,1425.8276,3979.4446,51986.605,29772.27,16058.549,17258.861,38426.863,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,627.3503,12.160332,8.764568E10,3.342756E12,5942.932,4.792265E10,0.99390566,93.83296,3901.9458,541213.7,9168.626,121646.914,342.17786,1.6296963E13,2358.5896,4097.767,52592.64,28315.865,15967.7295,16749.592,39013.723,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,584.333,20.559196,1.22753475E11,4.5833073E12,5422.2183,7.832053E10,0.8528317,164.37503,3629.8127,302511.06,5235.8145,149098.03,331.12604,2.1390883E13,2634.0173,4046.7786,51678.9,29045.0,16254.3,16987.568,39910.32,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,539.3461,17.53941,1.1652706E11,6.4151623E12,7929.685,1.11981216E11,3.2782972,58.597572,5288.619,211535.62,2317.2568,72145.92,625.72107,7.907078E13,2697.5823,3938.5264,51991.992,28922.166,16320.879,17115.018,39787.773,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,543.1161,11.69728,3.6356833E11,1.2227519E13,17342.229,1.1401577E11,1.731853,80.367485,5205.946,221004.2,1854.9974,13302.037,1478.4758,7.821316E13,1968.4126,3902.1626,51865.848,29680.893,16187.539,17059.271,38334.2,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,554.6516,40.766994,4.9549165E11,2.0993823E13,6816.711,2.3170621E11,1.0523895,76.53103,2882.2585,1179229.9,1293.1652,3635.8958,3758.4072,4.970501E13,1954.5151,3946.485,51570.004,31717.059,16706.428,17911.863,38079.37,9455.266,446659.1,264953.8,91600.0,91600.0
