"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,22074.764,25119.291,26860.188,60381.57,26345.805,8171.7363,34127.883,217130.77,114841.125,190531.11,91291.74,7757310.5,281385.5,2.116489E7,64653.008,7368.1104,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,25342.355,43379.277,37215.18,73536.25,74657.52,11202.8,31147.254,263624.9,74809.44,312380.22,67163.37,8395004.0,162875.64,1530912.8,189913.9,8138.2734,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,27316.088,61131.598,41523.223,87596.61,158276.83,13636.536,32458.209,310655.84,110266.734,350565.1,58480.26,2991853.8,97487.15,189693.16,164583.48,9204.121,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,28677.0,76645.34,28004.777,100356.23,248190.0,15484.913,20037.621,305131.03,125643.71,442603.78,71301.77,976210.2,71161.805,66672.086,143215.8,11099.54,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,29485.43,82068.95,29185.762,103836.13,269468.44,16696.117,9098.837,254616.08,129552.914,439721.94,52080.074,348144.47,56847.5,136187.52,122189.766,14017.149,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,29164.19,83182.58,35426.82,112165.74,228531.77,17006.03,2995.634,225828.34,150476.08,436339.28,44485.504,161439.14,40654.598,287574.7,135675.45,17897.21,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,28084.523,91196.26,36965.176,112660.4,229461.34,16640.756,827.9643,181562.05,162852.27,421751.28,40052.926,92455.9,26510.186,264091.78,133999.98,22772.658,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,26819.63,106029.516,35512.42,105571.43,265992.06,15938.207,578.19055,166131.62,199574.19,458066.25,41033.105,63970.566,23017.152,45508.72,134294.55,28689.26,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,24568.963,106044.21,37418.465,118322.484,279985.8,14841.199,441.17374,149453.08,195833.55,497149.5,34201.02,108291.2,20659.805,74878.86,141732.5,35385.355,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,21506.395,103413.06,33385.586,129226.31,267459.38,13581.552,382.2438,131965.75,198783.47,569156.94,25939.83,157019.47,19205.682,239575.83,117562.016,42772.543,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,22220.736,77200.28,36137.25,125690.13,246509.94,12477.469,362.42438,117087.09,203917.55,561448.8,18077.906,155849.78,13330.415,235719.62,117059.09,51064.79,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
