"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,22045.13,13700.1455,29746.89,156792.28,12971.976,11880.001,100835.24,275908.5,95627.92,130838.125,279383.1,227232.17,485982.78,943260.5,126760.77,7275.04,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,25084.945,25899.611,48564.01,447531.38,32320.625,19638.57,150140.73,321100.16,109997.64,168373.38,548480.75,172235.6,536371.44,576177.06,302413.97,7766.4834,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,26737.541,32109.045,65119.52,691871.2,92660.7,30610.482,135927.23,285601.12,142953.0,209437.78,502089.25,93785.46,447108.5,132505.28,270706.72,8347.278,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,27748.244,36386.953,59821.723,949470.8,164694.31,48853.242,127913.88,231132.64,131676.28,203155.8,360336.84,52435.758,407654.6,31188.262,250889.88,9443.528,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,27949.55,40817.293,63199.996,1038273.8,227971.31,56506.625,124628.46,181594.64,136501.81,201287.9,255717.4,28062.66,291867.34,25418.955,205037.9,11104.677,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,27239.049,44546.445,70623.55,957618.56,247847.86,65631.63,105499.39,183548.78,151780.28,184766.89,200112.61,17699.252,249854.66,50824.164,191229.97,13307.388,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,25924.834,44805.297,63688.56,971786.7,236070.95,69901.016,83175.08,169519.42,177138.95,180071.34,181224.98,15646.07,271299.47,40384.332,234925.5,16073.002,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,23937.963,44211.29,69359.76,954088.06,218743.27,84017.37,81149.09,173137.22,168936.47,170544.94,200017.47,17893.434,312480.5,43873.477,215403.03,19324.86,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,20514.97,45143.484,81829.74,923671.44,210458.27,94359.57,83288.12,163838.8,177569.5,169728.4,209878.78,18506.549,322986.4,58930.152,205357.88,22823.143,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,15036.058,42435.01,86103.82,908496.75,188155.61,104478.0,89491.99,171676.7,186919.98,171280.42,221864.64,19689.004,344004.7,81637.24,203618.56,26449.084,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,12490.325,36234.867,78548.1,908446.94,188682.14,127885.44,86550.266,177053.72,180229.33,183310.73,232312.39,22082.014,314464.7,83642.11,202229.73,30295.291,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,14105.882,29500.076,78351.06,884031.0,194034.33,157267.12,94072.34,187001.38,192126.05,176987.78,229233.72,29448.16,348385.84,54919.83,200430.42,34462.613,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,14872.343,27095.916,63569.156,945946.3,190886.64,154287.94,88337.664,179112.14,158878.0,180233.52,229872.12,35453.016,321234.78,47051.457,213473.27,38796.773,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,15107.339,24903.328,52903.344,914968.0,211086.23,160596.23,86015.984,169036.22,149018.84,174423.33,208412.02,32929.664,264864.53,55657.062,193808.88,43026.184,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,15937.232,23152.484,55584.477,851838.94,221485.97,168962.08,81545.18,159321.83,127247.22,172068.38,238379.17,31774.266,308437.34,22396.906,191460.97,47217.324,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,15832.65,23033.824,51660.523,885763.1,220787.52,170383.47,96181.336,179051.3,118868.26,169661.55,251327.66,29001.506,353206.88,32663.45,200627.72,51464.11,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,14714.642,21894.58,55658.902,966925.1,241941.98,165011.38,102979.12,173169.86,123541.016,154706.14,252224.11,24623.898,331070.12,47683.363,179849.23,55894.215,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,13135.857,20553.613,48259.215,902140.25,212378.34,168512.23,102257.164,179842.28,131143.8,145855.12,236069.2,26134.467,312707.28,85266.14,193439.61,60806.28,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,11143.652,18592.713,48126.703,874074.25,167935.64,160153.14,86869.79,178406.64,138416.83,154804.48,248212.75,31622.596,299215.16,85662.414,218484.7,66327.09,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,9769.803,19197.945,45036.78,876340.4,161944.08,158921.75,89978.36,165587.53,141276.73,153112.67,219285.95,35274.906,298534.97,73886.23,222383.97,72527.36,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
