"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,20721.4,28075.416,62176.164,320561.06,32147.139,7289.077,32572.623,87919.555,67648.15,121087.1,146555.7,223552.03,341490.34,1.5461995E7,59969.316,7199.261,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,20500.777,60582.41,138689.92,733484.1,167962.14,10276.648,25302.79,83776.47,76339.67,145997.83,289565.5,170591.3,284561.5,733312.06,241342.67,7818.905,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,18520.8,90347.18,203468.98,777095.4,288925.97,15479.31,21244.234,60871.73,99502.734,145939.44,314743.34,91894.19,233408.05,74994.07,186442.38,9081.356,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,16186.953,104407.32,224827.53,1045257.44,423223.1,17867.55,17262.371,56244.34,91310.54,115671.6,226042.22,49924.273,197593.94,23349.734,113074.35,11585.24,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,13666.503,122622.875,200355.97,1068375.6,512443.0,21317.678,9813.376,58768.777,97873.48,87763.54,183245.11,33490.902,173746.4,30375.172,102543.02,15438.114,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,11033.224,123308.14,203229.28,1129650.1,487277.78,26173.02,5773.6978,64244.457,101100.46,68252.26,175873.3,27411.78,156600.25,127893.32,72367.766,20591.775,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,8164.5376,128579.84,214944.77,1168375.4,481842.2,31549.607,5589.2964,59648.87,93802.84,51869.668,133902.06,22844.914,168194.02,118947.93,79691.055,26267.64,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,5578.053,120571.664,244142.66,1117615.6,499919.1,43217.285,4964.4775,63121.168,106895.336,38206.617,150610.66,28557.03,167489.39,93176.61,78481.98,32412.604,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,3464.5469,121340.42,253608.86,1140213.8,494839.72,57879.207,4708.891,63363.336,104857.19,28513.475,149707.12,38071.777,162060.12,99945.14,71156.05,39417.54,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,1276.1094,115677.46,267615.28,1096379.5,487778.97,73998.555,4924.6123,66720.12,108733.23,20811.254,151056.66,39275.223,175576.14,99529.19,83438.18,46503.234,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,120.944336,88078.13,258490.25,1154627.6,495772.34,86651.484,5241.1396,63909.37,101489.2,15321.066,159508.95,35756.066,173880.53,111374.03,72531.68,53471.895,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,116.43326,66658.27,228397.77,1223016.5,484611.7,94513.05,5366.6226,66107.33,108548.53,11321.867,170363.4,41555.242,158150.95,72080.445,77182.48,60232.926,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,106.96419,71599.26,179410.1,1149125.5,499045.75,108235.29,4785.183,68256.81,102443.77,8456.701,168684.14,50917.918,150273.75,79650.664,68613.11,66680.375,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,92.191795,63648.117,155183.86,1068732.8,503975.28,119033.6,5030.7134,70253.984,103447.67,6252.404,187148.23,47780.973,171447.02,152229.84,58565.254,71928.625,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,74.787704,71590.88,177957.45,1143596.4,483241.03,121954.32,4290.993,70006.06,98713.8,4009.3987,190801.69,43638.69,162134.6,134359.83,83862.91,76111.46,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,56.399925,65884.63,181227.19,1212190.0,483683.0,128037.234,4215.916,75897.47,91220.93,2371.8882,171195.33,41923.53,173384.1,100608.266,100881.375,79068.78,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,38.690113,71007.47,196805.66,1072157.4,501556.44,125684.016,4132.925,81647.69,89490.375,1978.1967,158836.16,38766.504,156388.3,111668.93,80683.21,81201.555,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,21.497673,65454.676,191943.75,1082049.9,503887.75,125550.85,5075.743,80024.0,104544.28,1601.2317,167301.8,41398.117,183836.92,110417.52,79922.35,83727.48,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,9.40799,73993.7,189793.3,1096059.8,502129.03,121957.89,4789.604,89305.055,86113.34,1230.6168,161716.73,43573.28,170266.27,123392.125,67664.93,86842.15,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,2.8939452,72573.86,195871.34,1038506.2,500231.56,119506.57,6173.4814,90553.766,99970.75,937.3059,178600.88,49481.2,154896.12,61125.18,64168.668,91559.89,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
