"Mean size of fish species in cm, weighted by fish numbers in the catches, and including first ages specified in input."
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
21.0,74.101265,19.693031,11.915101,53.016064,NaN,112.967224,NaN,14.066449,30.448347,12.032545,18.059622,16.712648,14.426781,11.9728565
22.0,77.0148,19.436758,11.49781,52.162777,NaN,117.236275,NaN,14.399781,29.681622,12.882596,17.502066,16.720993,14.623443,9.877244
23.0,78.91493,19.007448,11.576639,54.19278,NaN,91.38373,NaN,14.448554,26.945618,12.936049,18.741808,17.18215,14.463485,10.489406
24.0,78.363045,17.041288,11.890542,55.20762,NaN,100.86047,NaN,14.034718,30.652586,11.952399,19.936491,16.882582,14.3725605,10.777147
25.0,76.42627,17.796288,11.967166,51.107876,NaN,106.121544,NaN,14.146739,29.491098,12.226221,18.453012,17.02842,13.914159,13.003489
26.0,71.989265,18.795116,12.767135,50.6959,NaN,112.20064,NaN,14.333119,27.354221,12.757658,18.465494,18.042181,14.044179,8.076953
27.0,70.02921,18.71407,12.488246,53.09085,NaN,91.989174,NaN,14.250482,28.805134,12.653793,19.299675,18.57137,14.099331,12.1918125
28.0,72.3076,17.630444,11.894805,57.68476,NaN,94.34042,NaN,14.510056,30.709642,11.523472,18.977158,18.477308,14.0215435,11.527142
29.0,74.82887,17.109911,12.138285,54.313274,NaN,88.63608,NaN,14.536265,28.220774,11.376902,18.271965,18.034306,13.205371,8.733332
30.0,75.26301,17.193857,11.966403,54.127834,NaN,101.93307,NaN,14.732191,26.038317,11.667996,16.048864,17.520704,13.656945,8.972922
31.0,73.542274,16.474607,12.044481,49.299583,NaN,109.09717,NaN,14.839562,29.155058,12.071161,16.76587,17.72897,13.927486,10.171265
32.0,72.91179,16.896812,12.902312,51.405453,NaN,110.93536,NaN,15.035322,26.946959,12.599519,17.81557,18.497013,14.322909,9.917144
33.0,70.769615,17.358784,12.857538,52.472088,NaN,125.004074,NaN,14.584724,27.764505,13.241401,18.21686,18.321274,14.214541,10.09327
34.0,68.09637,17.611458,12.943825,54.988968,NaN,83.683876,NaN,14.841951,31.494034,13.631513,18.621546,17.87312,14.583509,10.191859
35.0,67.652725,18.57449,12.683162,55.03072,NaN,96.95293,NaN,14.5410185,29.30779,13.67428,18.895596,18.18424,14.554241,10.752898
36.0,68.582344,19.073368,12.338836,55.11472,NaN,114.45866,NaN,14.022563,30.997854,13.660385,19.816072,18.54554,14.286197,9.657211
37.0,70.11853,18.087814,12.436424,58.030895,NaN,121.247574,NaN,14.56562,39.82503,13.85616,20.002052,17.430569,14.15328,13.732842
38.0,71.98195,18.195215,12.32306,53.58795,NaN,116.9605,NaN,14.233927,34.599354,14.209999,20.8964,16.905891,14.277767,9.452755
39.0,75.02037,19.632116,12.453827,53.320724,NaN,123.314415,NaN,13.942641,28.898706,13.294602,21.353844,17.21644,14.387787,11.611034
40.0,76.152084,19.835945,12.090593,52.507874,NaN,94.229485,NaN,14.13912,30.273932,12.009709,21.4737,17.741558,13.796681,8.913894
