"Mean size of fish species in cm, weighted by fish numbers in the catches, and including first ages specified in input."
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids"
2.0,NaN,12.330735,9.121051,45.811874,NaN,47.805412,NaN,9.850552,19.180466,3.727482,9.325762,12.319735,11.240459,9.211887
3.0,NaN,18.739729,10.128368,51.1604,NaN,66.207886,NaN,9.724222,25.175894,10.194945,14.527739,12.951334,13.371168,5.2753935
4.0,NaN,19.106216,8.90348,41.017277,NaN,81.52062,NaN,9.927578,32.101845,13.003315,18.002502,13.923741,16.767847,8.396583
5.0,56.56123,17.463196,8.843377,44.50151,NaN,87.41301,NaN,11.007774,39.21839,13.501554,16.82928,14.610924,20.48569,6.873266
6.0,59.189823,20.325527,9.226281,40.994095,NaN,86.54714,NaN,23.902262,44.10935,15.371736,19.504074,15.5687,22.041128,8.17505
7.0,64.44944,19.595463,10.295461,43.098583,NaN,103.59906,NaN,19.948854,44.88564,14.629232,14.829615,16.230274,19.847723,8.627407
8.0,65.76386,21.566423,12.069886,44.08765,NaN,83.52648,NaN,17.196123,32.888973,14.472391,17.87631,16.20093,16.814995,8.803828
9.0,71.23726,22.420948,12.63541,42.526947,NaN,80.42485,NaN,16.667528,29.726799,14.706632,19.85981,15.159871,14.67776,8.227709
10.0,79.93519,23.246168,13.227166,42.116184,NaN,87.471596,NaN,15.40358,29.550879,10.249731,20.43556,14.935961,14.35295,8.612507
11.0,86.66905,20.27278,13.028137,46.772835,NaN,115.55612,NaN,16.612265,32.202557,10.506074,18.376698,15.817145,13.952121,7.9781694
12.0,88.702,19.623596,12.318806,49.142273,NaN,92.59817,NaN,15.329718,29.218803,9.451797,19.019571,16.159142,14.564994,8.943707
13.0,85.88936,20.147686,11.685747,49.78834,NaN,111.06132,NaN,14.754016,31.574976,10.6321745,17.568844,16.523016,14.207905,8.786477
14.0,85.251816,21.005798,12.27938,48.459557,NaN,131.5358,NaN,15.044338,29.40279,12.38152,17.328186,16.881018,14.636549,9.144117
15.0,80.67018,20.098347,12.73235,49.185596,NaN,135.0272,NaN,15.166081,31.13908,13.523721,18.104095,17.173113,14.705859,9.390789
16.0,80.48359,23.23622,12.247691,47.050503,NaN,132.08199,NaN,16.1931,31.184807,13.793175,19.179762,17.387125,14.356439,11.384488
17.0,74.79841,21.231167,12.26395,49.553555,NaN,120.68335,NaN,15.5609,26.14237,12.350825,19.00503,17.557737,14.227958,8.490204
18.0,73.740234,20.83774,12.254823,48.7419,NaN,82.000175,NaN,15.1912775,28.247288,10.47113,17.98054,17.330679,14.401921,13.486601
19.0,73.89822,20.002886,12.330369,47.623196,NaN,98.19171,NaN,15.043083,29.22204,10.323073,18.948278,19.051115,13.957417,9.717905
20.0,74.13321,19.603823,12.311976,48.89897,NaN,115.29735,NaN,14.129857,29.161873,11.261846,18.956522,18.696814,14.23254,9.591467
