"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21637.16,48478.44,27337.174,549458.0,8010.1562,6661.952,66282.41,40805.703,76419.64,134425.3,218993.95,244309.64,433871.22,1159009.4,48379.406,7350.453,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,23343.691,76331.96,38454.223,941311.6,10879.514,8953.528,44595.305,29248.29,75330.664,176295.42,442562.3,201820.98,420278.22,407633.53,135458.38,8404.198,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,23129.74,83939.79,43912.637,934809.7,16096.176,10494.833,41159.984,20607.541,94493.414,215491.61,381541.22,109776.91,380496.84,89275.62,96937.516,10197.145,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,22579.477,86704.18,36064.562,995132.2,26430.348,11736.534,25822.887,17001.023,104084.43,209767.14,337490.56,56493.848,350819.25,11818.671,89438.5,13551.802,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,21849.62,94578.49,36712.273,916939.1,45985.3,12659.399,13256.626,15651.775,116149.31,192974.75,315895.16,28173.74,394311.03,20964.97,81652.73,18761.547,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,20694.445,106283.805,42411.816,883504.75,68525.98,13179.912,4437.1216,16022.269,131535.36,171831.55,307920.03,16893.213,316714.34,32308.955,83467.305,25881.957,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,19138.709,103293.95,39343.99,1043697.9,76611.875,13308.459,1951.0406,16488.549,146441.89,155403.2,270797.9,14021.851,332450.25,52876.14,89934.33,34753.11,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,17139.621,123605.07,35674.355,1037560.25,72910.58,13020.42,2038.2963,17320.86,156357.36,151146.36,228771.4,14102.04,309068.12,69404.95,84059.75,44559.844,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,15162.245,115493.2,31458.52,1030989.94,70953.35,12580.089,2729.307,19377.68,160166.48,152735.77,252935.48,16816.309,326091.56,82567.26,76010.14,55645.906,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,12970.824,112834.4,31497.557,1056822.8,71702.27,12023.529,3202.3538,21241.703,175508.28,160606.19,292675.7,21282.447,365219.16,63853.81,83800.04,68017.445,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,12406.143,103868.93,31745.482,1169869.0,65658.96,11561.428,3220.3215,23310.11,178032.5,158644.28,298193.06,28500.908,315657.22,53718.93,75612.83,81034.22,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,13652.601,83911.62,32274.71,1069256.1,59201.25,11226.7,2704.8115,25502.994,186593.14,153531.17,318867.72,33998.285,333481.88,50174.95,68656.01,94904.445,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,14524.349,90112.266,32108.814,983412.56,61334.258,10783.655,2706.5127,26269.691,176222.11,145520.81,321553.16,33521.84,313917.03,79061.88,70287.39,108282.66,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,15189.731,92313.336,33353.945,964549.44,56703.23,10195.398,2429.2927,26865.037,167386.55,131460.72,319044.1,33283.0,333657.72,53359.527,77161.88,120226.06,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,16044.132,79012.85,31118.84,1066967.9,46788.88,9559.475,2461.2847,28698.36,170918.03,139109.8,303828.06,32304.98,311378.25,51275.08,84154.67,131296.83,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,16780.568,83709.47,30717.51,1027501.4,35545.27,9041.292,2118.74,31637.67,179370.38,140546.05,272499.97,30508.215,367260.22,53168.98,79158.33,142339.45,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,16736.438,92357.03,27614.805,1091351.5,28343.998,8493.829,2225.9429,33971.754,170988.62,140608.28,277123.56,35159.473,350064.78,52985.68,78694.016,152147.81,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,15956.911,76837.9,26664.908,1080735.2,20754.256,7902.526,2166.981,35965.848,165164.0,143714.88,339665.72,39300.438,365255.22,61284.28,89511.11,160853.16,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,15421.885,89697.79,28466.629,956378.25,16144.536,7407.097,2219.8362,39299.76,180147.88,131108.16,361807.53,35419.69,337302.1,70713.27,82802.14,169243.12,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,15987.405,78199.65,26111.799,937929.2,16351.057,6911.9956,1901.4906,41891.574,203040.17,138126.84,339267.47,37446.75,308122.38,46860.668,80364.766,176558.81,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
