"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21685.092,52213.64,27152.066,502372.56,7475.8076,6605.2485,73545.55,40953.5,71933.016,134077.4,220846.77,233584.11,438888.78,1233785.9,47319.95,7351.105,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,23343.559,66198.86,37830.19,945430.75,11185.802,8869.972,40695.75,29634.146,73318.04,170452.36,422494.78,183044.7,412851.12,461108.4,135060.89,8415.269,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,23071.363,81042.88,40586.25,838146.6,22646.531,10397.365,36398.508,19528.031,90187.336,196777.38,445383.8,100213.88,351804.12,84998.76,97779.64,10261.677,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,22532.406,89109.77,27931.83,826257.75,50954.21,11620.878,26180.559,15963.997,120257.56,208166.38,366401.12,51812.953,359343.53,5791.0156,90677.22,13697.979,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,21827.746,100103.37,24698.45,814345.0,78822.39,12542.4,12365.562,15155.966,121327.086,191866.95,302556.78,28487.191,373356.97,14566.326,72630.59,19003.736,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,20787.74,108031.586,29210.066,855348.5,80766.73,13017.915,4446.7983,15499.325,140973.16,180384.98,295282.66,20148.86,309338.25,44751.754,79528.95,26263.465,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,19443.29,109776.79,32460.158,932165.5,91710.17,13030.473,3306.3552,15524.18,149974.25,174919.23,278457.44,16342.783,354500.3,64348.77,85424.13,35314.176,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,17830.146,114820.63,33255.625,955560.56,73184.36,12521.184,3286.7993,16407.578,172026.66,163328.7,256391.55,16796.51,366991.97,55980.73,83134.37,45336.477,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,16230.007,119653.01,35145.508,1040294.8,64104.605,11917.065,3233.261,18521.178,153985.27,151122.38,244877.84,21187.172,323898.9,53976.836,81626.57,56633.35,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,14172.765,126618.13,28158.855,1086342.1,63709.477,11355.198,3497.3906,20871.215,180938.34,152282.31,230403.27,22463.486,325516.88,69894.57,80805.984,69217.29,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
