"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21949.314,12397.494,88452.02,227397.62,38349.67,3670.321,24432.791,27455.35,54012.758,131625.27,49563.145,3120716.5,250576.9,1.5123197E7,58329.34,7449.6465,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24356.887,22399.773,201194.78,448711.38,184304.61,5552.359,28308.615,32639.977,81566.164,146673.97,42367.355,3498150.2,90204.0,1632633.6,228212.73,8232.118,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,25097.191,23971.363,286876.75,494511.44,355080.0,7201.1235,30196.42,32151.045,114768.97,138762.69,30700.014,1352822.5,43667.457,162007.36,162685.7,9058.242,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,25307.805,24609.172,356882.25,623321.4,505456.9,8572.977,29844.508,31347.232,134302.28,126824.9,22840.447,435349.8,34415.23,11258.205,84443.21,10405.5205,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,24964.467,23090.51,392183.22,612567.94,631732.0,9640.26,23410.035,30917.936,153130.14,115754.13,18271.709,156985.05,36020.805,23658.418,77684.3,12362.552,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,23972.234,21798.201,380401.84,504796.3,610326.3,10319.901,12355.392,30666.072,168417.12,109014.28,23267.129,68950.87,39014.285,292300.47,59461.69,14949.958,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,22337.967,20518.809,369980.06,412839.9,631487.75,10645.785,7054.333,31144.309,185623.5,95181.5,21610.885,33654.875,32833.727,197687.69,71752.93,18182.684,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,19885.021,19061.736,350926.34,420856.22,665901.6,10623.811,7937.9883,32121.139,205537.61,83558.04,17694.38,19709.984,41718.086,80500.84,72349.53,21924.51,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,16439.396,18364.104,329291.9,408147.47,625594.94,10347.759,7771.9,33237.22,210488.72,80315.05,15274.726,17459.83,37314.844,160822.17,68521.28,26185.775,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,11362.882,17665.166,343555.88,351647.25,547360.1,9921.586,8206.307,34428.066,221844.42,85902.09,16376.531,33388.53,37602.066,476780.34,76312.0,30940.621,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,8369.225,17355.936,381022.62,310145.1,568859.7,9390.861,8483.849,36592.94,228234.72,88324.484,18376.307,42499.805,36286.82,283901.66,78780.32,36200.754,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,8513.046,17866.611,407804.62,302644.7,617944.5,8762.139,8436.98,38116.67,235560.31,84926.45,16385.053,49592.285,40034.348,190308.08,69623.17,41673.367,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
13.0,8448.957,17501.322,401670.3,278735.34,583040.5,8073.637,8044.3296,38997.88,230797.95,82671.445,15313.082,56269.43,37474.273,217403.1,70806.7,47329.15,51710.234,29768.357,16360.526,16670.22,37638.46,45800.0,9062.807,448950.47,265484.3,91600.0,91600.0
14.0,8490.571,17678.842,401301.2,265609.25,576126.6,7536.1797,7946.1616,41923.09,238489.11,77758.23,15398.661,70975.97,49436.34,95566.06,81470.016,53994.598,53368.76,27861.719,15673.088,16831.373,38757.17,45800.0,9097.815,442797.1,268780.0,91600.0,91600.0
15.0,8496.266,18529.684,387277.94,257528.17,585503.8,7020.101,7444.0454,44069.926,224259.72,85466.4,20012.053,124111.984,46678.387,173698.89,61723.33,61338.875,51986.605,29772.27,16058.549,17258.861,38426.863,45800.0,9133.278,439618.8,265972.88,91600.0,91600.0
16.0,8586.139,18492.674,386155.53,191709.19,620552.8,6510.852,6592.9272,47433.246,225570.89,81485.53,20170.86,144856.02,36967.45,379824.97,73215.84,69505.445,52592.64,28315.865,15967.7295,16749.592,39013.723,45800.0,9227.259,446734.22,271329.88,91600.0,91600.0
17.0,8031.961,17869.254,385940.84,177697.8,593065.56,5908.5234,7164.9243,49825.117,224209.73,74671.49,17634.959,109156.02,31886.346,340177.34,76946.64,77865.31,51678.9,29045.0,16254.3,16987.568,39910.32,45800.0,9224.666,446876.9,268299.1,91600.0,91600.0
18.0,6660.0938,17744.861,363360.88,153698.69,580980.25,5324.0693,7104.8813,50442.67,222224.0,73451.39,13959.27,79303.56,33079.914,342860.66,74696.41,87063.49,51991.992,28922.166,16320.879,17115.018,39787.773,45800.0,9117.526,442874.8,267244.12,91600.0,91600.0
19.0,5499.727,18366.715,371785.22,132270.1,529743.1,4871.1187,7044.01,53753.504,222665.66,75796.36,15402.546,55738.07,30836.73,353275.0,86371.85,99260.9,51865.848,29680.893,16187.539,17059.271,38334.2,45800.0,9132.847,444729.66,266474.6,91600.0,91600.0
20.0,4823.6504,19221.828,374714.97,104512.61,533737.44,4504.577,7359.1943,58601.785,233063.17,75037.65,16383.235,55732.07,38087.555,219349.67,64357.305,113483.04,51570.004,31717.059,16706.428,17911.863,38079.37,45800.0,9455.266,446659.1,264953.8,91600.0,91600.0
