"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21955.93,11328.785,80023.23,223634.36,40824.73,3682.6116,24416.256,27260.184,49049.87,136765.94,53412.07,4104420.2,245402.1,1.5152283E7,62046.066,7449.575,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24359.021,19890.852,180209.8,441889.66,199762.34,5593.152,28135.654,32807.19,72927.36,156954.36,45568.54,4378632.0,93992.36,1633353.0,231469.8,8231.847,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,25094.648,22101.781,271567.78,520721.78,380030.8,7269.1987,30793.77,33588.945,99320.34,145179.8,27500.828,1600464.5,46784.41,176351.83,165324.58,9053.646,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,25295.592,23180.516,354627.5,584808.6,554582.75,8663.155,30474.697,32694.408,119453.87,121500.95,19178.75,479921.72,37087.145,9262.386,116669.86,10392.502,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,24913.879,21594.01,347909.66,584548.06,675049.44,9749.434,23856.238,32211.834,135492.72,113917.43,14317.897,146084.92,40791.277,61.059452,54141.926,12333.835,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,23901.957,19808.1,359635.56,557035.2,657183.8,10441.337,13224.194,32678.098,150975.67,116907.82,17419.266,55971.598,44934.133,4342.6577,66555.48,14898.925,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,22251.793,19115.27,358804.47,500309.94,693896.9,10772.806,8418.604,33008.52,162267.17,120197.57,19181.111,27564.906,48382.957,20344.686,57871.18,18101.082,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,19801.27,18533.27,361433.4,409863.06,669062.5,10750.173,8956.113,32525.285,174366.64,115566.86,21752.814,18097.965,44970.17,216289.81,55886.918,21807.64,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,16389.586,18446.459,361140.97,323354.22,585894.44,10466.185,8882.015,32575.686,193284.38,110051.305,18438.898,17147.441,38600.086,357197.72,65958.59,26029.621,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,11344.684,18311.293,338379.6,264390.56,533282.44,10016.268,7907.163,33098.33,214547.03,100507.12,15578.926,26652.916,33527.625,350158.75,69767.414,30733.38,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,8465.2295,17817.236,348116.16,284588.88,520408.03,9472.606,7530.4707,34770.3,233423.6,91221.26,15188.607,44357.223,31862.148,257025.14,94836.35,35934.484,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,8772.145,17301.418,368350.72,306327.9,491124.7,8825.763,6634.226,36047.45,242854.3,88457.09,12610.3125,58019.59,36156.887,266338.38,98459.414,41342.62,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
