"\ Biomass (tons) of preys at the beginning of the time step (before all sources of mortality - fishing, predation, starvation, others)"
"Time","lesserSpottedDogfish","redMullet","pouting","whiting","poorCod","cod","dragonet","sole","plaice","horseMackerel","mackerel","herring","sardine","squids","cuttlefish","thornbackRay","diatoms","microPhytoplankton","heterotrophicFlagellates","microZooplankton","mesoZooplankton","Macrozoo","meioBenthos","depositBenthos","suspensionBenthos","largeBenthos","veryLargeBenthos"
1.0,21930.254,11434.871,78235.414,239875.94,32995.586,3705.2415,24802.975,27288.691,50455.33,130005.54,52295.746,4068119.8,260959.73,1.5140132E7,56338.836,7449.214,52021.703,29433.375,16463.96,17559.355,39341.47,45800.0,9402.784,457910.2,272108.8,91600.0,91600.0
2.0,24315.727,19855.463,194058.72,547931.3,168907.58,5656.8115,28932.305,32014.69,74362.11,144474.28,43899.59,4487274.5,97269.88,1589485.1,205422.84,8230.175,53219.2,29225.908,15947.398,17261.234,37955.32,45800.0,9101.973,451288.25,268434.0,91600.0,91600.0
3.0,25030.436,22283.598,292002.6,578011.2,345605.6,7365.5474,31921.84,31363.55,101588.71,135332.23,25154.1,1631233.1,46218.81,202433.23,149808.84,9053.194,51153.547,29987.79,16952.51,17112.916,39800.91,45800.0,9348.098,445036.25,266443.38,91600.0,91600.0
4.0,25192.557,22453.914,341022.97,636996.3,500663.8,8789.318,31909.104,30723.518,127998.39,111756.62,15175.303,448296.62,38667.637,55629.38,93935.625,10393.92,51432.473,32140.717,17324.836,18015.105,38319.867,45800.0,9613.781,454662.78,264137.53,91600.0,91600.0
5.0,24799.912,20925.127,337381.84,603999.56,623174.2,9900.659,24935.045,30012.39,149784.72,115591.49,13398.686,133587.6,34680.062,279538.97,80089.49,12341.751,50703.336,30185.596,16756.383,17351.287,37669.48,45800.0,9348.676,455215.8,265129.7,91600.0,91600.0
6.0,23756.863,18649.62,357468.3,465155.75,585211.2,10619.136,12314.617,29453.186,169294.7,100427.71,10919.132,52000.46,29985.494,328749.66,82100.42,14909.291,52573.766,30323.074,16568.242,17282.217,38353.49,45800.0,9495.598,454667.56,268450.12,91600.0,91600.0
7.0,22101.125,17343.078,341029.94,463884.44,569077.2,10976.429,6429.5547,30936.633,194161.69,89653.39,10386.373,25676.375,30174.059,216112.39,74551.55,18104.725,52169.863,29312.557,16502.82,17234.322,39030.316,45800.0,9286.089,456457.7,269976.12,91600.0,91600.0
8.0,19683.092,16761.092,343407.62,468326.22,518982.28,10975.65,7026.922,31717.16,208165.73,87171.37,9889.216,19203.092,38973.977,194236.05,72110.25,21793.285,51419.95,30727.854,16828.66,17369.818,38299.11,45800.0,9219.673,455400.34,266255.25,91600.0,91600.0
9.0,16339.21,17072.688,357076.06,458435.2,480008.97,10715.881,7515.058,32670.469,215919.7,85925.766,8956.2,19076.96,43395.715,303384.03,60142.43,25986.492,51889.88,29711.979,16462.19,17279.656,38979.887,45800.0,9238.049,452816.9,268105.2,91600.0,91600.0
10.0,11523.926,16443.99,378522.0,373227.78,510653.4,10287.366,7155.342,33389.164,225327.23,83054.64,7700.67,25739.562,44118.94,380144.5,85716.36,30660.615,52752.72,29172.594,16660.502,17051.24,39736.406,45800.0,9334.929,457000.66,271871.22,91600.0,91600.0
11.0,8831.819,15048.116,401102.53,334346.47,527270.0,9770.753,7445.9395,35114.934,242166.75,77298.89,6761.4463,55643.715,37441.824,322790.38,74721.766,35827.46,52079.703,29280.71,16665.877,17310.857,39778.074,45800.0,9294.303,454361.28,270163.6,91600.0,91600.0
12.0,9232.193,14340.729,374341.12,319590.3,575098.44,9146.206,7767.5903,36130.91,249398.4,72538.85,5834.254,103440.484,34652.07,232671.98,78679.59,41202.707,51685.387,30675.824,17197.627,17772.166,40011.047,45800.0,9365.874,456204.22,268616.9,91600.0,91600.0
